date,open,high,low,close,adjclose,volume
2000-01-03,1453.202692,1473.725475,1433.390806,1445.56034,1460.307249,1441316130
2000-01-04,1464.252004,1496.208158,1417.653287,1471.930544,1480.657029,315792426
2000-01-05,1474.430066,1510.73148,1401.244403,1443.007861,1458.389994,39271232
2000-01-06,1464.213765,1504.399898,1417.306092,1439.423944,1440.257825,0
2000-01-07,1463.744406,1498.844591,1441.654269,1457.509633,1469.268945,545984071
2000-01-08,1464.884276,1492.10708,1443.471051,1452.438146,1470.693139,405818793
2000-01-09,1468.705821,1478.545786,1455.029502,1461.508194,1477.140069,887015282
2000-01-10,1471.865883,1505.110562,1412.132637,1491.175338,1491.542177,672860773
2000-01-11,1456.128391,1471.732333,1437.758286,1449.606223,1462.163313,992494453
2000-01-12,1473.997086,1500.727817,1441.090513,1446.563988,1496.183955,535622660
2000-01-13,1467.996105,1491.067381,1448.435443,1456.918717,1465.849872,1675151423
2000-01-14,1461.041607,1487.601787,1432.325559,1453.890762,1479.512263,170312598
2000-01-15,1478.761988,1488.46438,1441.245742,1447.754782,1478.381559,205973788
2000-01-16,1471.36457,1516.687411,1423.762313,1429.741503,1464.862949,2087594585
2000-01-17,1458.421549,1476.297586,1435.182678,1446.97576,1469.126562,544071382
2000-01-18,1470.739978,1503.267628,1456.102975,1474.260407,1481.827013,719521263
2000-01-19,1489.915939,1517.706132,1425.361435,1467.248868,1483.377773,140432536
2000-01-20,1458.377473,1479.480082,1430.749222,1443.929206,1478.575862,1025391633
2000-01-21,1492.086065,1508.278357,1453.998201,1474.954194,1480.472477,1305620008
2000-01-22,1459.106511,1489.127894,1441.213534,1452.853673,1455.464204,788890768
2000-01-23,1464.362161,1470.95805,1417.812861,1470.275775,1470.556316,675757459
2000-01-24,1461.259993,1493.384041,1393.088344,1449.327224,1470.066161,58977909
2000-01-25,1456.444019,1480.745777,1436.802402,1453.826963,1465.15465,1813979923
2000-01-26,1475.668639,1491.347457,1450.784425,1471.750745,1481.705379,1751846307
2000-01-27,1492.653282,1496.871711,1450.510216,1450.585989,1457.385673,636877789
2000-01-28,1490.809758,1493.171044,1431.604828,1458.997609,1476.233531,936991923
