duration,waiting,kind
4.621688219975315,75,long
1.955781290987877,61,short
4.936032321112555,80,long
3.658524244214288,81,long
1.622248725479813,65,short
1.789057824835765,62,short
1.722222453028963,48,short
4.066767551069523,78,long
1.905126031799106,53,short
2.225436436148415,65,short
1.687746008779036,60,short
3.422897271091455,86,long
3.760240138689081,80,long
1.743341388530803,64,short
4.914074364074471,75,long
1.746696112101095,67,short
3.857295160076534,82,long
4.644273545693794,79,long
3.882457329860694,79,long
1.837834797996005,61,short
1.968663832139016,51,short
4.072207346427907,81,long
4.59028764358606,77,long
4.362590839619513,80,long
4.616696266479202,80,long
3.30426507819455,79,long
4.643792702247529,83,long
2.211618759031888,44,short
3.208167268603328,83,long
3.930322253081583,83,long
2.971151848342984,50,short
2.0927217409389,45,short
1.87631367748215,66,short
5.087235135307038,80,long
2.021222385718664,45,short
4.367919010971703,76,long
4.038232261306538,86,long
1.823985733375262,55,short
2.016420480480761,46,short
2.274090771356522,52,short
3.871037325303845,77,long
4.613435787437754,83,long
3.893400082095093,74,long
4.553607752538449,82,long
4.83428823781718,78,long
2.026062458689828,67,short
2.337947527623808,64,short
4.485262032307436,83,long
2.107741330204238,66,short
2.785610139957191,43,short
1.6,56,short
4.25332887890457,91,long
4.259236455733906,79,long
4.211076722999443,83,long
4.423969227410268,73,long
4.387144995999817,83,long
3.493770867251129,82,long
4.466946394100395,76,long
3.452351037988903,75,long
4.616180860958501,93,long
1.719781513881265,52,short
3.860879708949389,78,long
4.102593835971405,77,long
4.740047510158708,74,long
4.127646699445737,80,long
2.141926834008998,50,short
1.6,66,short
4.842355032671585,78,long
4.413552626336915,84,long
4.997327154081619,83,long
4.430350478957512,89,long
3.728120521880858,81,long
4.493038493095251,80,long
2.072049243178783,63,short
4.760003829293715,84,long
4.169530761231527,77,long
4.10389450981447,84,long
3.922293440973055,72,long
3.978563644938301,81,long
2.111227053437526,55,short
4.384378335212166,79,long
4.359290589732174,88,long
1.898563341141993,59,short
1.772480692854386,45,short
2.241631374747619,55,short
1.796750988000234,45,short
5.085162820842593,86,long
2.473365548872999,49,short
3.696381047805662,88,long
2.697289287190592,50,short
2.241338649933626,59,short
4.203796599458418,83,long
4.342132438927376,80,long
3.103572555150268,75,long
4.680369836753144,77,long
3.881538045976573,78,long
3.729400899106101,82,long
4.070473703680373,78,long
4.676947917209371,83,long
2.376393878003892,48,short
4.872168096559251,84,long
2.152860977149496,66,short
3.350860702567801,80,long
3.589115323542123,77,long
2.652763164375772,63,short
4.319030639612096,77,long
4.16955645594686,73,long
1.71871005516956,67,short
2.444560317621646,53,short
3.797725725838939,72,long
2.554986389332407,54,short
1.990162300555415,50,short
4.995931671739037,87,long
3.92487701420287,84,long
4.39136641014968,81,long
4.173511492157455,76,long
4.275011125418063,83,long
4.324461860535906,85,long
3.771106311672295,75,long
4.827169728669004,82,long
2.12932990322993,63,short
4.317251188504194,76,long
2.372874612790967,56,short
4.44252413100604,86,long
5.012540256252453,74,long
1.941039000600619,54,short
4.699142136609135,84,long
2.206345452531642,64,short
4.11654748730193,81,long
3.950807672511966,87,long
4.330132614142425,82,long
2.288793525374387,56,short
4.262402749974621,91,long
1.800175798594977,57,short
2.584127230828314,61,short
4.111992522550429,83,long
1.999081358873996,49,short
5.1,85,long
2.277798064123824,62,short
4.411574525804593,75,long
4.543723917640888,84,long
1.703066476770934,63,short
4.355621203138436,83,long
4.343617678930257,81,long
2.244276258517554,57,short
1.756979914254851,62,short
4.157861866982579,79,long
3.42951526836408,78,long
3.728743931021395,82,long
3.900311637519318,83,long
4.323010927371584,75,long
2.10027548387328,44,short
4.267976575225547,70,long
4.293865930663372,88,long
3.633604238090339,72,long
4.721437084482716,79,long
1.796369708471168,54,short
5.098059773174541,89,long
3.889066502758914,88,long
3.502551809270975,75,long
4.243749037515089,91,long
4.085641557397238,82,long
2.092699876810454,52,short
4.974651442052635,90,long
4.072398011519085,71,long
3.9173633666904,80,long
2.082920006428475,58,short
2.476072618411507,49,short
1.951622606053877,47,short
4.274934351678638,82,long
4.046723343933487,84,long
4.243144505831976,80,long
4.83093615578094,74,long
5.1,92,long
4.027223411486247,79,long
4.729241633720578,87,long
4.840554696305293,74,long
5.04013810678453,85,long
3.934191261074407,91,long
4.122470236122654,81,long
4.791344171257356,77,long
4.431773071479795,79,long
4.453888081861282,76,long
2.110116583595473,48,short
2.20003322468777,50,short
4.269571940986669,89,long
1.796549071672639,54,short
2.69846786181434,55,short
3.602481477184457,74,long
3.845761819873965,74,long
4.737883217717917,80,long
5.038920165141457,85,long
2.946496809631852,56,short
1.6,45,short
1.846300292467744,56,short
4.14587786661906,76,long
4.13763341843957,88,long
2.090946904747603,64,short
4.652727453087326,72,long
2.029392436853903,63,short
4.290660563315821,77,long
4.237852954399562,83,long
3.915121305032534,83,long
2.547731706508589,63,short
2.124638162121573,45,short
1.676135673705111,47,short
2.014534614126826,49,short
2.030275379902283,67,short
3.913752646989491,73,long
2.25754062802356,64,short
4.842690578370343,80,long
4.62520947994416,86,long
2.632965064687944,66,short
4.386510783338436,74,long
2.003242079515156,54,short
4.106082512140434,79,long
4.590156743245222,93,long
4.076639617733815,81,long
4.539407976645322,74,long
2.079131787844129,48,short
2.011143138515868,54,short
1.829689186609862,60,short
4.517381544414302,71,long
1.938523409388585,66,short
1.864959942334502,49,short
4.160508172049036,74,long
3.157811028993364,79,long
2.581806031428803,66,short
4.898760432192761,92,long
4.417069523221201,80,long
2.31514791629323,53,short
1.6,43,short
3.823165703583731,87,long
1.895889885113078,47,short
4.698469231746948,73,long
2.376711446029913,61,short
2.328674545455347,44,short
2.655279318793793,50,short
4.63160541609474,82,long
1.769986916840088,48,short
2.587104749420946,53,short
4.677260183590977,78,long
4.264780412475115,72,long
4.51350760472073,78,long
3.735835404681942,82,long
4.7181759930446,80,long
1.989369655785297,56,short
1.6,50,short
4.374157665952427,82,long
4.55776229740081,83,long
3.919267247580779,79,long
4.154355787478748,80,long
3.345567439755783,86,long
4.055102396357885,82,long
4.711072283395052,79,long
2.385902044782941,49,short
1.89511030127823,43,short
1.90523308947764,45,short
4.157260860818909,84,long
1.96121565758271,50,short
4.357186317473584,78,long
4.503926506279067,80,long
4.16818066425683,89,long
2.607107561170408,44,short
4.919651155322736,77,long
3.973613987178605,83,long
4.865495069689853,79,long
4.465191093666458,77,long
4.290463541608222,82,long
4.069902357034347,76,long
4.545771084245034,88,long
2.294579478092646,65,short
