AAPL_x,AAPL_y
2014-01-02,77.30413489
2014-01-03,78.50371029
2014-01-04,77.77810712
2014-01-05,77.84706498
2014-01-06,76.01415833
2014-01-07,78.17444638
2014-01-08,77.46797427
2014-01-09,77.30685335
2014-01-10,79.54466037
2014-01-11,80.02110226
2014-01-12,79.36898731
2014-01-13,79.7844555
2014-01-14,80.12849749
2014-01-15,79.77055716
2014-01-16,80.93416303
2014-01-17,79.9835875
2014-01-18,79.45663416
2014-01-19,81.91636612
2014-01-20,81.13905255
2014-01-21,80.37531281
2014-01-22,81.97713346
2014-01-23,80.5553748
2014-01-24,80.32207953
2014-01-25,83.05703735
2014-01-26,82.14233259
2014-01-27,82.80579936
2014-01-28,82.66025326
2014-01-29,83.59915964
2014-01-30,83.21236992
2014-01-31,83.1219083
2014-02-01,82.86908547
2014-02-02,81.09372582
2014-02-03,83.68926853
2014-02-04,82.20591956
2014-02-05,84.64279082
2014-02-06,84.86359538
2014-02-07,82.08622024
2014-02-08,82.96704241
2014-02-09,84.64153128
2014-02-10,85.58873359
2014-02-11,84.46273007
2014-02-12,85.71537357
2014-02-13,84.13152606
2014-02-14,85.56627273
2014-02-15,86.07996752
2014-02-16,87.06428179
2014-02-17,84.13777974
2014-02-18,86.11189366
2014-02-19,86.67716006
2014-02-20,85.66295331
2014-02-21,88.27781844
2014-02-22,86.08779792
2014-02-23,86.3142543
2014-02-24,87.49962398
2014-02-25,86.16245898
2014-02-26,88.98218888
2014-02-27,88.43413288
2014-02-28,86.2487882
2014-03-01,87.9543275
2014-03-02,90.24870607
2014-03-03,88.53405938
2014-03-04,88.48573216
2014-03-05,87.49950862
2014-03-06,91.80853973
2014-03-07,90.32670564
2014-03-08,88.04621855
2014-03-09,89.21795309
2014-03-10,90.25297915
2014-03-11,89.64723966
2014-03-12,90.43809475
2014-03-13,90.45991179
2014-03-14,92.09748434
2014-03-15,90.82350676
2014-03-16,89.26631513
2014-03-17,91.57545893
2014-03-18,92.34555375
2014-03-19,91.91445772
2014-03-20,92.10762239
2014-03-21,90.50566715
2014-03-22,92.11042215
2014-03-23,90.22004701
2014-03-24,91.7527939
2014-03-25,94.18024738
2014-03-26,93.52303801
2014-03-27,93.27911875
2014-03-28,90.43410656
2014-03-29,95.74371042
2014-03-30,92.90102624
2014-03-31,93.44893024
2014-04-01,92.93194897
2014-04-02,94.91548425
2014-04-03,94.29514958
2014-04-04,96.80642144
2014-04-05,94.51438075
2014-04-06,91.58543047
2014-04-07,95.84479175
2014-04-08,90.72072175
2014-04-09,91.8131876
2014-04-10,95.74259052
2014-04-11,94.66373495
2014-04-12,96.47493419
2014-04-13,96.3558636
2014-04-14,95.94463295
2014-04-15,96.77860407
2014-04-16,99.72401745
2014-04-17,96.77981244
2014-04-18,97.95569161
2014-04-19,97.77206056
2014-04-20,97.51464009
2014-04-21,95.08654955
2014-04-22,97.66954685
2014-04-23,94.13435001
2014-04-24,101.19441436
2014-04-25,98.19160518
2014-04-26,98.98538222
2014-04-27,97.7470286
2014-04-28,99.94823073
2014-04-29,99.38700533
2014-04-30,97.92204277
2014-05-01,97.20740965
2014-05-02,97.15861589
2014-05-03,98.98308635
2014-05-04,100.10327701
2014-05-05,99.04761017
2014-05-06,100.14350422
2014-05-07,98.96871207
2014-05-08,98.91846424
2014-05-09,103.25098375
2014-05-10,102.90636521
2014-05-11,100.80324426
2014-05-12,101.91853737
2014-05-13,102.10648778
2014-05-14,102.08418314
2014-05-15,101.30053252
2014-05-16,102.32973161
2014-05-17,101.15599612
2014-05-18,105.83461238
2014-05-19,101.26552645
2014-05-20,102.68786004
2014-05-21,100.93880262
2014-05-22,105.71836641
2014-05-23,103.52143656
2014-05-24,103.90307099
2014-05-25,103.97506175
2014-05-26,102.73576717
2014-05-27,105.17503942
2014-05-28,103.55027823
2014-05-29,105.0204577
2014-05-30,105.38239841
2014-05-31,103.77847875
2014-06-01,104.89813218
2014-06-02,105.50494485
2014-06-03,105.770313
2014-06-04,105.32755937
2014-06-05,106.0105027
2014-06-06,107.41737721
2014-06-07,106.45153251
2014-06-08,104.35962914
2014-06-09,106.30863912
2014-06-10,106.57673101
2014-06-11,107.04888842
2014-06-12,107.34892783
2014-06-13,105.09966281
2014-06-14,108.73585619
2014-06-15,108.20326554
2014-06-16,107.480173
2014-06-17,107.40157546
2014-06-18,109.04713105
2014-06-19,107.89718142
2014-06-20,107.13829383
2014-06-21,105.60980012
2014-06-22,111.00198996
2014-06-23,108.10099784
2014-06-24,109.93297009
2014-06-25,110.6884797
2014-06-26,110.18970885
2014-06-27,108.85043721
2014-06-28,109.24081418
2014-06-29,108.44666954
2014-06-30,110.53852878
2014-07-01,109.20593635
2014-07-02,110.56711614
2014-07-03,112.34426928
2014-07-04,111.35577511
2014-07-05,110.99700342
2014-07-06,109.77272453
2014-07-07,115.10327158
2014-07-08,115.16205797
2014-07-09,111.66006456
2014-07-10,113.34393144
2014-07-11,110.69456057
2014-07-12,111.62322311
2014-07-13,112.9081821
2014-07-14,112.0084279
2014-07-15,114.1123079
2014-07-16,114.72508499
2014-07-17,112.27702802
2014-07-18,113.34538401
2014-07-19,113.1796818
2014-07-20,109.66487475
2014-07-21,114.68249833
2014-07-22,116.53547264
2014-07-23,115.18146851
2014-07-24,118.32129148
2014-07-25,114.1665593
2014-07-26,115.51860519
2014-07-27,114.19696218
2014-07-28,115.19065354
2014-07-29,115.1558226
2014-07-30,114.18251236
2014-07-31,117.27073744
2014-08-01,114.38433181
2014-08-02,115.50651607
2014-08-03,115.9771306
2014-08-04,117.13747967
2014-08-05,115.68070666
2014-08-06,117.96483694
2014-08-07,117.41897795
2014-08-08,115.613514
2014-08-09,116.92358601
2014-08-10,117.57155897
2014-08-11,121.21025174
2014-08-12,118.73141937
2014-08-13,116.14514527
2014-08-14,114.92571535
2014-08-15,117.83849981
2014-08-16,119.76450415
2014-08-17,117.81475682
2014-08-18,120.80800318
2014-08-19,121.47786897
