Date,Price
1914-12-01,50.79
1914-12-31,36.75
1915-01-30,63.2
1915-03-01,63.35
1915-03-31,65.41
1915-04-30,39.57
1915-05-30,69.58
1915-06-29,65.16
1915-07-29,65.62
1915-08-28,47.46
1915-09-27,65.63
1915-10-27,55.89
1915-11-26,56.31
1915-12-26,61.79
1916-01-25,95.04
1916-02-24,80.04
1916-03-25,80.65
1916-04-24,61.63
1916-05-24,62.55
1916-06-23,78.79
1916-07-23,53.08
1916-08-22,77.38
1916-09-21,60.27
1916-10-21,98.07
1916-11-20,76.03
1916-12-20,85.9
1917-01-19,76.53
1917-02-18,91.04
1917-03-20,82.78
1917-04-19,96.17
1917-05-19,99.23
1917-06-18,95.14
1917-07-18,82.07
1917-08-17,70.56
1917-09-16,97.68
1917-10-16,95.81
1917-11-15,95.23
1917-12-15,90.25
1918-01-14,115.35
1918-02-13,91.02
1918-03-15,102.93
1918-04-14,108.94
1918-05-14,94.6
1918-06-13,99.05
1918-07-13,95.34
1918-08-12,107.88
1918-09-11,99.34
1918-10-11,97.62
1918-11-10,110.0
1918-12-10,93.07
1919-01-09,119.49
1919-02-08,101.41
1919-03-10,122.76
1919-04-09,85.25
1919-05-09,111.91
1919-06-08,107.71
1919-07-08,115.84
1919-08-07,133.08
1919-09-06,100.27
1919-10-06,133.77
1919-11-05,125.79
1919-12-05,118.34
1920-01-04,128.33
1920-02-03,125.04
1920-03-04,135.29
1920-04-03,129.23
1920-05-03,110.07
1920-06-02,121.89
1920-07-02,140.7
1920-08-01,129.5
1920-08-31,135.76
1920-09-30,138.46
1920-10-30,128.54
1920-11-29,137.25
1920-12-29,153.87
1921-01-28,148.15
1921-02-27,146.6
1921-03-29,135.05
1921-04-28,141.75
1921-05-28,134.12
1921-06-27,153.96
1921-07-27,135.04
1921-08-26,147.91
1921-09-25,158.29
1921-10-25,138.51
1921-11-24,152.09
1921-12-24,132.12
1922-01-23,135.28
1922-02-22,163.53
1922-03-24,173.55
1922-04-23,167.18
1922-05-23,153.78
1922-06-22,155.76
1922-07-22,164.01
1922-08-21,164.13
1922-09-20,154.18
1922-10-20,163.53
1922-11-19,133.66
1922-12-19,174.27
1923-01-18,163.7
1923-02-17,171.78
1923-03-19,173.13
1923-04-18,165.61
1923-05-18,181.35
1923-06-17,170.75
1923-07-17,187.01
1923-08-16,191.39
1923-09-15,181.34
1923-10-15,167.27
1923-11-14,155.47
1923-12-14,186.73
1924-01-13,167.96
1924-02-12,175.02
1924-03-13,184.54
1924-04-12,167.92
1924-05-12,191.56
1924-06-11,197.55
1924-07-11,173.98
1924-08-10,178.79
1924-09-09,172.23
1924-10-09,186.12
1924-11-08,171.95
1924-12-08,173.72
1925-01-07,195.86
1925-02-06,193.78
1925-03-08,222.89
1925-04-07,169.02
1925-05-07,191.41
1925-06-06,200.95
1925-07-06,203.29
1925-08-05,206.78
1925-09-04,212.31
1925-10-04,208.95
1925-11-03,199.37
1925-12-03,199.17
1926-01-02,225.36
1926-02-01,220.57
1926-03-03,204.81
1926-04-02,200.71
1926-05-02,220.93
1926-06-01,208.47
1926-07-01,192.53
1926-07-31,198.04
1926-08-30,217.96
1926-09-29,212.04
1926-10-29,214.71
1926-11-28,223.66
1926-12-28,232.71
1927-01-27,212.59
1927-02-26,240.72
1927-03-28,217.31
1927-04-27,223.76
1927-05-27,244.03
1927-06-26,216.06
1927-07-26,237.63
1927-08-25,231.27
1927-09-24,237.17
1927-10-24,253.29
