species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Dream,41.8,18.9,201,2944,FEMALE
Adelie,Dream,41.6,20.6,219,4493,MALE
Adelie,Dream,38.8,21.5,183,3335,FEMALE
Adelie,Biscoe,36.2,19.1,200,3861,MALE
Adelie,Biscoe,36.7,18.5,209,3598,FEMALE
Adelie,Torgersen,34.6,18.8,194,4327,MALE
Adelie,Dream,34.5,16.2,200,3767,MALE
Adelie,Dream,37.5,17.1,179,4002,MALE
Adelie,Torgersen,40.6,18.5,192,3956,MALE
Adelie,Biscoe,35.2,18.0,186,3897,MALE
Adelie,Dream,36.0,18.5,184,3451,FEMALE
Adelie,Dream,35.9,18.4,217,3061,MALE
Adelie,Torgersen,40.2,17.7,208,3276,MALE
Adelie,Biscoe,40.8,18.5,208,4468,FEMALE
Adelie,Biscoe,39.6,18.6,199,4466,MALE
Adelie,Torgersen,40.1,19.3,231,4037,FEMALE
Adelie,Dream,38.2,21.2,206,5031,MALE
Adelie,Torgersen,37.6,18.9,199,3456,MALE
Adelie,Dream,44.1,19.0,193,3239,MALE
Adelie,Torgersen,36.0,18.4,219,3557,MALE
Adelie,Biscoe,41.1,19.1,203,3791,MALE
Adelie,Torgersen,36.9,16.6,224,3941,MALE
Adelie,Dream,37.6,16.6,224,3413,MALE
Adelie,Torgersen,42.0,17.9,187,3532,FEMALE
Adelie,Biscoe,39.1,19.8,193,3676,FEMALE
Adelie,Dream,40.3,21.2,179,3091,MALE
Adelie,Dream,38.8,17.9,228,3587,FEMALE
Adelie,Torgersen,39.7,18.1,176,3727,FEMALE
Adelie,Torgersen,42.3,18.5,181,3901,FEMALE
Adelie,Torgersen,32.1,15.5,231,3835,FEMALE
Adelie,Torgersen,39.2,18.6,210,4077,MALE
Adelie,Torgersen,37.7,16.5,183,4192,MALE
Adelie,Dream,41.5,17.7,200,3828,MALE
Adelie,Torgersen,35.1,16.9,217,3241,
Adelie,Torgersen,39.6,18.9,205,3422,MALE
Adelie,Torgersen,38.9,18.9,231,4514,MALE
Adelie,Biscoe,37.6,21.1,206,3230,MALE
Adelie,Dream,40.3,19.2,195,3947,FEMALE
Adelie,Torgersen,37.3,17.8,210,4104,MALE
Adelie,Dream,39.5,17.9,220,2717,MALE
Adelie,Torgersen,36.5,17.1,190,4184,MALE
Adelie,Torgersen,35.7,17.6,198,4081,FEMALE
Adelie,Dream,41.1,17.9,205,3679,MALE
Adelie,Dream,37.7,18.2,219,3681,FEMALE
Adelie,Biscoe,38.1,19.2,183,3408,FEMALE
Adelie,Torgersen,36.0,17.0,210,3347,MALE
Adelie,Torgersen,39.5,16.7,218,4096,FEMALE
Adelie,Dream,40.9,19.0,177,3863,FEMALE
Adelie,Biscoe,34.4,17.2,204,4227,FEMALE
Adelie,Biscoe,38.7,16.5,228,2899,FEMALE
Adelie,Torgersen,42.9,19.5,205,3474,MALE
Adelie,Torgersen,38.2,20.0,204,3488,FEMALE
Adelie,Dream,37.0,18.4,215,4554,FEMALE
Adelie,Torgersen,41.0,17.6,225,3713,MALE
Adelie,Torgersen,39.6,18.5,197,3599,FEMALE
Adelie,Dream,40.9,16.8,192,4443,FEMALE
Adelie,Dream,38.8,17.5,231,3927,FEMALE
Adelie,Biscoe,37.2,20.3,194,2968,FEMALE
Adelie,Torgersen,36.3,19.0,199,3161,
