sentence1,sentence2,label,idx
A man is playing a flute.,Dave Lee Travis pleads not guilty to all charges,0.148986743325162,820
Israel expands subsidies to settlements,"Cats don't usually like to have their paws held, touched, or anything like that.",0.343337572143232,854
A man is dancing.,A black and white photo of a cat sitting on a sofa.,0.953965147441753,1006
A group of people stand in the sand looking out at the water.,Has Nasa discovered water on Mars?,0.979314012277269,259
World's oldest man dies at 116,Would you be concerned with the mind changing if he wasn't shouting and/or misbehaving?,2.846100050914646,893
Eurozone agrees to lend Spain up to $125 billion,Two dogs running down a path in the woods.,3.140422114452207,1358
"Tenet has been under scrutiny since November, when former Chief Executive Jeffrey Barbakow said the company used aggressive pricing to trigger higher payments for the sickest Medicare patients.",A yellow bird eating fruit on a bird feeder.,0.656889506563752,1438
Two dogs are sniffing something in the rocks.,London Marathon observes silence for Boston victims,2.955443987764516,243
Those expressions could have slightly different meanings especially when talking about finance.,Absolutely ok; we have incorporated coffee grounds into our plant food and many of those grounds included the paper filter.,4.531131293124694,1099
World news headlines displayed on a large screen.,Some researchers believe domestic cats never really mentally grow up completely and they always look at you like their mom.,3.281251381734694,909
A group of people stand in the sand looking out at the water.,"Whitley's attorney, Marc Garber, called the ruling ""a huge victory.""",0.781495373464899,1166
As part of a restructuring Peregrine sold its Remedy help desk software unit last year to BMC Software Inc.,Lady in a pink Tinkerbell jacket stands next to the railing and looks out at the water.,3.193191714740106,1203
I'd be more inclined to believe that it's some sort of ring world.,South Africa train crash kills 26,0.071743044240964,658
The reason for this is that Russian is a much more tonal language than English.,Teams of inspectors walked into a restricted area at one park without being stopped by employees; others took pictures of security-sensitive areas without anyone challenging them.,0.558330939971943,379
"That took the benchmark 10-year note US10YT=RR down 9/32, its yield rising to 3.37 percent from 3.34 percent late on Thursday.",Soak whole ears in the husk in a bowl of water.,1.034025050162565,1235
A Golden Retriever jumping off a wood porch.,"There are 2 problems with the viewpoint you presented in the question, which explain the seeming contradiction.",0.466429082460098,60
A woman is in the bathroom.,SFG meeting reviews situation in Mali,1.942143505390542,1464
Miss New York Crowned Miss America 2013,Chinese students attacked in France,0.574786212363513,1403
The black and white dog is running on the grass.,Lossless / nondestructive edits are reversible and would entail transforming and/or appending the data in a way that could be reversed.,3.15597798837259,759
The man cut up an onion.,Coin lockers are a feature of most stations in Japan.,4.873840660630386,688
A turtle walks over the ground.,The form insofar is American English; the standard form in British and other English is 'in so far'.,4.323147564419968,90
A small yellow boat sitting on a tropical beach.,Would you be concerned with the mind changing if he wasn't shouting and/or misbehaving?,0.49347377061237,1083
A man in a grey suit kneels in front of a woman in a white dress.,Toulouse shooting: France was on the highest level of security of security alert,1.747935592572005,173
A group of people in boats racing towards the shore.,"Shares of LendingTree rose $6.21, or 42 percent, to $20.90 after hitting $21.36 earlier.",0.137295125227004,244
Germans account for more than 40 percent of foreign visitors coming to Italy.,Mumbai police arrest fifth suspect in gang-rape case,1.627607040590558,1374
He later learned that the incident was caused by the Concorde's sonic boom.,The man is very skilled.,0.915917225609391,1106
Shares of Coke closed New York Stock Exchange trading Thursday at $44.01.,West raises stakes over Syria chemical claims,1.090544452311346,1020
A woman is feeding a baby.,"In his letter, McBride charges the Free Software Foundation and Red Hat with trying to undermine U.S. copyright laws.",2.447377393188943,380
Gunmen 'kill 10 tourists' in Kashmir,The woman is checking the eyes of the man.,1.682007104809964,150
"Before you want to start the study of a subject, figure out what you want to achieve.",A black dog runs through the water.,2.443594608346607,1011
A possibility is to have a family meeting with the stated goal of working out the reward(s) for chores.,A silver AreoMexico Jet Liner sitting on the tarmac.,2.440454273834924,682
A man at a farmers market.,The kids are playing a game with each other.,2.741801854371345,296
Young has 28 days to file a response and ask the NASD for a hearing.,"More than 10,000 people, most of them civilians, have been killed in three decades of insurgency.",4.626722375219509,20
"The recipe I work from has you put the meat in the freezer, then pan sear it.",Puretunes representatives could not be located Thursday to comment on the suit.,2.908598368260922,1377
People ride mopeds in an urban setting.,Kittens are eating from dishes.,3.458936177867218,39
I found it difficult to mark just one answer as correct because all are.,I started to dig into this because you caught my curiosity itch with the question...,2.999899711488934,357
A man is on a rooftop,A woman and dog are walking together.,1.106373295922351,443
