player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Jerami Grant,grantje01,2018,8026,1588,-0.086989217539227,-10.571206076291771,-10.658195293830998,-2.08244862320588,-2.494007527176801,-4.576456150382681,-11.690302070685895,-3.427420823296883,-15.117722893982778,5.145609662693742,4.616647388587466,0.528962274106276,0.268389113933182,-2.729839628824028,-2.461450514890846,1.173217330497042
Dorell Wright,wrighdo01,2018,4209,265,-2.171490497568145,6.448633192834052,4.277142695265908,2.72250376929459,-10.225180952474801,-7.502677183180212,-9.9145138534412,-1.822154331870895,-11.736668185312094,2.687597041699098,2.524336006415217,0.163261035283881,0.95303770626572,-0.141483904061548,0.811553802204172,2.002307528296964
Myles Powell,powelmy01,2021,6614,559,-0.034964591370889,-2.382258184747064,-2.417222776117953,-10.311861445536724,7.597330965170907,-2.714530480365817,3.776598262116399,-0.251417656244577,3.525180605871822,-2.50593624010451,-2.516196156637093,0.010259916532583,-6.670898016069102,-1.183458801348289,-7.854356817417391,0.197275842820052
Anthony Randolph,randoan01,2022,3290,1671,0.607442642485897,-0.328681316321019,0.278761326164878,-5.368074012605788,1.035757059706646,-4.332316952899143,-0.256027130332317,-2.649793370529247,-2.905820500861564,-2.339932352527182,-1.513726800663809,-0.826205551863373,1.262176201680751,-0.934620579883092,0.327555621797659,0.506446655831148
Markus Howard,howarma02,2018,818,1027,-3.511387769912996,-1.838506853285142,-5.349894623198137,-0.494331071923805,4.84345535649709,4.349124284573286,-1.872035036995734,6.736642680157702,4.864607643161969,3.485796256967941,3.014936615292019,0.470859641675922,4.378509094071137,-0.018127383973765,4.360381710097372,-1.846882339338168
Myles Powell,powelmy01,2017,5731,2018,-7.716892302381694,-2.193107653138986,-9.90999995552068,-7.595715764212911,-2.369502976652431,-9.965218740865343,3.779282596956614,1.254378834567452,5.033661431524065,3.06536790473533,3.736256979023102,-0.670889074287772,-5.128061401843425,1.198451438779497,-3.929609963063929,0.381643818174083
Terry Taylor,taylote01,2017,1644,2337,2.113681507677096,1.014122707765984,3.127804215443079,4.023004632355248,2.744186098355604,6.767190730710851,1.571055994375726,9.478906018167514,11.04996201254324,2.362277158546876,2.426294091424256,-0.064016932877381,-0.896238955712868,0.567166188299975,-0.329072767412893,-0.997592189073268
Erik Murphy,murpher01,2018,2323,336,-1.872529983936599,-5.310925067155853,-7.183455051092452,-1.190454905032315,5.349260518435552,4.158805613403238,-9.23492381733731,-4.90799556810537,-14.142919385442681,4.562442123032069,4.684673335341037,-0.122231212308968,-1.480817878279249,4.184843403246244,2.704025524966994,0.704201335950355
Taurean Prince,princta02,2017,708,1509,-2.33137607836267,-0.997979004613427,-3.329355082976097,-6.962902822306293,0.98343787133453,-5.979464950971763,-2.136793591787892,-0.309457878082727,-2.446251469870619,-3.111018900718898,-3.51212625603371,0.401107355314812,4.35145248051356,-3.194666003508686,1.156786477004874,1.283135942282454
Tony Allen,allento01,2015,796,1691,-0.689209308357644,-1.019952231776831,-1.709161540134475,-3.932564774775401,-5.618164258159013,-9.550729032934411,1.976877724936758,-3.321306929866449,-1.344429204929691,0.938590745796374,1.618082672607539,-0.679491926811166,-5.759368616709896,0.759749992452146,-4.99961862425775,-1.253042942725153
Neemias Queta,quetane01,2020,996,3948,1.78836572851965,-6.260563841397755,-4.472198112878106,-8.939851503208448,-11.745209118165825,-20.685060621374273,-1.774121756972372,1.353448217065459,-0.420673539906913,2.481236246048678,2.159050108501793,0.322186137546884,1.362462845636531,-5.05922919340917,-3.69676634777264,-0.3469915765784
Thomas Robinson,robinth01,2019,5173,2229,-1.606907759787854,-0.077127966062999,-1.684035725850853,-1.296280785549901,-1.169834052276237,-2.466114837826138,-5.306671784986168,-0.457810925215407,-5.764482710201575,-1.524580575001955,-1.313171250565699,-0.211409324436256,-3.912048082948127,-3.298010865938117,-7.210058948886244,1.102505156737322
Rondae Hollis-Jefferson,holliro01,2022,3167,104,2.575066079642198,2.046767553553123,4.621833633195321,0.527042652597219,-0.358431515949518,0.1686111366477,-5.672075822440226,-0.613900603428113,-6.285976425868339,0.491759103306662,0.34123277729404,0.150526326012622,-1.992841698687416,-2.391594556308895,-4.384436254996311,-0.494617118328768
Guerschon Yabusele,yabusgu01,2021,4664,487,1.934061179450756,-0.588105581095546,1.345955598355211,-2.533340850968072,-1.373712071732138,-3.90705292270021,-0.883843603421506,-2.503274153363241,-3.387117756784747,5.467276083848704,5.32786490476886,0.139411179079844,-5.273697043277089,-1.892870566436336,-7.166567609713424,0.224462149403883
Markieff Morris,morrima02,2019,3584,1227,-1.701951028073376,-3.277494546332669,-4.979445574406044,1.015729495789593,-4.251351104955772,-3.235621609166179,-2.652216056925118,0.342411805062153,-2.309804251862966,-1.743235121647176,-2.140391104523478,0.397155982876302,-9.758461997324266,4.221751787395587,-5.536710209928679,0.586330726294677
