Date,CO2,adjusted CO2
1958-03-01,316.07,314.17
1958-03-31,316.98,313.69
1958-04-30,315.72,315.05
1958-05-30,313.99,314.64
1958-06-29,317.65,315.18
1958-07-29,318.24,314.84
1958-08-28,316.02,315.51
1958-09-27,315.97,315.81
1958-10-27,316.09,314.88
1958-11-26,316.75,315.72
1958-12-26,316.1,315.48
1959-01-25,314.6,315.8
1959-02-24,317.18,316.35
1959-03-26,316.04,316.13
1959-04-25,318.47,316.25
1959-05-25,318.8,315.89
1959-06-24,317.5,316.57
1959-07-24,318.58,316.54
1959-08-23,317.51,316.64
1959-09-22,319.96,317.06
1959-10-22,317.55,317.09
1959-11-21,321.67,317.17
1959-12-21,318.2,317.19
1960-01-20,318.39,317.28
1960-02-19,318.53,317.55
1960-03-20,319.67,317.37
1960-04-19,318.02,318.01
1960-05-19,319.34,318.24
1960-06-18,317.7,317.96
1960-07-18,317.36,317.9
1960-08-17,319.96,318.05
1960-09-16,320.25,318.39
1960-10-16,321.23,317.96
1960-11-15,320.96,318.62
1960-12-15,322.48,319.59
1961-01-14,319.12,319.4
1961-02-13,321.52,318.81
1961-03-15,319.88,320.02
1961-04-14,321.04,319.52
1961-05-14,320.66,319.43
1961-06-13,320.27,319.41
1961-07-13,320.87,319.77
1961-08-12,319.87,320.53
1961-09-11,321.04,319.96
1961-10-11,319.28,320.17
1961-11-10,322.54,320.07
1961-12-10,323.31,320.42
1962-01-09,320.91,320.91
1962-02-08,320.71,320.66
1962-03-10,323.35,320.26
1962-04-09,322.59,320.86
1962-05-09,323.87,321.57
1962-06-08,323.66,321.28
1962-07-08,323.61,321.16
1962-08-07,324.04,321.61
1962-09-06,322.88,321.74
1962-10-06,322.54,321.94
1962-11-05,325.87,321.85
1962-12-05,324.79,322.02
1963-01-04,323.73,322.52
1963-02-03,324.1,322.26
1963-03-05,324.53,322.7
1963-04-04,324.5,322.45
1963-05-04,323.94,322.61
1963-06-03,323.65,322.66
1963-07-03,322.66,323.28
1963-08-02,323.95,323.24
1963-09-01,324.07,323.29
1963-10-01,322.17,323.21
1963-10-31,324.61,323.53
1963-11-30,324.3,324.22
1963-12-30,325.0,323.75
1964-01-29,324.42,324.43
1964-02-28,325.45,324.08
1964-03-29,326.79,324.67
1964-04-28,326.38,323.8
1964-05-28,324.22,324.42
1964-06-27,327.28,324.26
1964-07-27,329.04,325.08
1964-08-26,324.86,324.87
1964-09-25,324.02,324.67
1964-10-25,325.05,325.2
1964-11-24,325.55,325.03
1964-12-24,327.88,324.96
1965-01-23,326.78,325.2
1965-02-22,326.92,325.7
1965-03-24,329.45,325.03
1965-04-23,327.05,326.29
1965-05-23,326.63,326.11
1965-06-22,326.66,325.89
1965-07-22,325.97,326.3
1965-08-21,326.7,326.12
1965-09-20,328.81,326.83
1965-10-20,326.57,326.96
1965-11-19,328.87,326.62
1965-12-19,329.29,327.0
1966-01-18,328.22,327.19
1966-02-17,328.11,327.12
1966-03-19,329.42,327.48
1966-04-18,328.8,327.6
1966-05-18,326.93,327.48
1966-06-17,329.85,327.58
1966-07-17,328.95,327.31
1966-08-16,330.3,327.95
1966-09-15,328.62,327.64
1966-10-15,330.01,328.22
1966-11-14,328.49,327.98
1966-12-14,331.12,328.18
1967-01-13,329.47,328.5
1967-02-12,330.3,329.02
1967-03-14,330.59,328.96
1967-04-13,329.45,329.73
1967-05-13,330.13,328.95
1967-06-12,331.4,328.66
1967-07-12,330.11,329.23
1967-08-11,331.66,329.01
1967-09-10,329.23,329.38
1967-10-10,331.16,329.34
1967-11-09,332.47,329.95
1967-12-09,332.41,330.47
1968-01-08,332.06,330.45
1968-02-07,331.9,330.25
1968-03-08,332.36,330.51
1968-04-07,334.22,330.72
1968-05-07,333.11,330.57
1968-06-06,333.72,331.28
1968-07-06,330.01,330.65
1968-08-05,330.78,331.41
1968-09-04,332.75,331.18
1968-10-04,333.25,331.62
1968-11-03,332.46,331.45
1968-12-03,332.85,331.94
1969-01-02,331.21,332.18
1969-02-01,333.56,331.73
1969-03-03,333.73,332.57
1969-04-02,333.64,331.57
1969-05-02,333.87,332.71
1969-06-01,332.36,332.62
1969-07-01,333.17,332.94
1969-07-31,333.52,333.09
1969-08-30,334.46,333.04
1969-09-29,334.05,333.27
1969-10-29,334.76,333.24
1969-11-28,334.31,332.83
1969-12-28,335.17,334.29
1970-01-27,332.91,333.06
1970-02-26,334.67,333.52
1970-03-28,334.18,333.58
1970-04-27,334.63,333.76
1970-05-27,334.57,333.71
1970-06-26,337.87,333.57
1970-07-26,334.33,334.3
1970-08-25,336.08,334.95
1970-09-24,333.22,334.09
1970-10-24,336.24,334.38
1970-11-23,336.22,334.84
1970-12-23,336.73,335.32
1971-01-22,336.31,334.88
1971-02-21,337.05,335.0
1971-03-23,336.06,335.2
1971-04-22,336.55,335.36
1971-05-22,336.69,335.92
1971-06-21,338.69,335.75
1971-07-21,338.2,336.0
1971-08-20,339.34,336.07
1971-09-19,337.12,336.41
1971-10-19,338.18,336.45
1971-11-18,336.76,336.88
1971-12-18,337.75,337.46
1972-01-17,337.86,336.84
1972-02-16,336.45,337.14
1972-03-17,338.26,337.05
1972-04-16,339.92,336.98
1972-05-16,339.65,337.6
1972-06-15,340.25,337.66
1972-07-15,338.09,337.26
1972-08-14,339.07,338.02
1972-09-13,337.77,338.04
1972-10-13,339.87,337.68
1972-11-12,339.06,337.89
1972-12-12,337.78,338.31
1973-01-11,338.84,338.43
1973-02-10,336.85,338.47
1973-03-12,337.35,339.03
1973-04-11,339.85,338.62
1973-05-11,339.45,338.28
1973-06-10,340.31,339.15
1973-07-10,341.1,338.77
1973-08-09,339.9,339.02
1973-09-08,340.57,338.95
1973-10-08,342.0,339.93
1973-11-07,338.83,340.45
1973-12-07,340.25,340.04
1974-01-06,339.75,339.63
1974-02-05,340.89,340.26
1974-03-07,342.62,339.89
1974-04-06,339.98,340.41
1974-05-06,343.06,340.75
1974-06-05,339.78,340.57
1974-07-05,342.59,340.39
1974-08-04,342.92,341.08
1974-09-03,343.31,340.84
1974-10-03,342.61,341.15
1974-11-02,341.64,341.01
1974-12-02,343.27,341.37
1975-01-01,342.09,341.65
1975-01-31,342.73,341.76
1975-03-02,345.86,342.0
1975-04-01,342.08,341.95
1975-05-01,342.8,342.0
1975-05-31,343.85,341.59
1975-06-30,343.24,342.3
1975-07-30,343.48,342.41
1975-08-29,343.1,342.59
1975-09-28,343.16,342.65
1975-10-28,345.59,342.51
1975-11-27,344.37,343.39
1975-12-27,346.29,342.58
1976-01-26,344.72,343.5
1976-02-25,346.59,343.63
1976-03-26,343.42,343.37
1976-04-25,346.67,344.17
1976-05-25,344.23,343.88
1976-06-24,343.03,343.6
1976-07-24,345.15,343.9
1976-08-23,347.64,344.1
1976-09-22,347.25,344.43
1976-10-22,343.28,344.25
1976-11-21,344.09,344.85
1976-12-21,346.15,344.62
1977-01-20,347.49,344.84
1977-02-19,344.31,344.94
1977-03-21,346.0,345.15
1977-04-20,345.22,345.02
1977-05-20,349.1,345.51
1977-06-19,347.47,346.2
1977-07-19,345.17,345.71
1977-08-18,348.84,345.96
1977-09-17,347.02,346.15
1977-10-17,348.65,346.1
1977-11-16,347.74,346.58
1977-12-16,347.76,346.1
1978-01-15,346.97,346.94
1978-02-14,348.87,346.4
1978-03-16,346.25,346.39
1978-04-15,347.84,346.59
1978-05-15,350.95,346.98
1978-06-14,348.73,346.85
1978-07-14,347.9,347.63
1978-08-13,349.24,347.9
1978-09-12,347.86,347.22
1978-10-12,348.03,347.99
1978-11-11,348.85,347.46
1978-12-11,349.86,347.42
1979-01-10,350.82,347.76
1979-02-09,348.92,347.62
1979-03-11,348.49,347.72
1979-04-10,349.36,348.14
1979-05-10,351.73,348.39
1979-06-09,350.21,348.1
1979-07-09,351.58,349.03
1979-08-08,348.42,348.87
1979-09-07,351.02,348.87
1979-10-07,351.07,349.18
1979-11-06,351.99,349.33
1979-12-06,351.28,349.32
1980-01-05,351.07,349.29
1980-02-04,351.7,349.77
1980-03-05,348.76,350.01
1980-04-04,351.03,350.36
1980-05-04,349.03,349.78
1980-06-03,351.89,350.41
1980-07-03,351.85,350.42
1980-08-02,351.51,350.36
1980-09-01,350.56,350.82
1980-10-01,353.25,350.79
1980-10-31,350.21,350.46
1980-11-30,352.64,351.17
1980-12-30,354.66,350.31
1981-01-29,352.83,350.81
1981-02-28,352.89,350.98
1981-03-30,351.96,351.58
1981-04-29,354.72,351.56
1981-05-29,354.25,351.84
1981-06-28,355.18,351.46
1981-07-28,352.96,352.42
1981-08-27,352.34,352.27
1981-09-26,352.75,351.9
1981-10-26,356.51,352.55
1981-11-25,354.06,352.43
1981-12-25,356.23,352.57
1982-01-24,353.47,353.63
1982-02-23,354.78,352.69
1982-03-25,354.19,353.08
1982-04-24,354.39,353.23
1982-05-24,354.55,353.51
1982-06-23,354.45,353.57
1982-07-23,354.16,352.94
1982-08-22,354.3,353.76
1982-09-21,356.55,354.14
1982-10-21,356.5,354.31
1982-11-20,355.96,354.67
1982-12-20,354.52,354.67
1983-01-19,354.92,354.05
1983-02-18,355.61,354.62
1983-03-20,356.51,354.95
1983-04-19,357.61,354.9
1983-05-19,359.23,354.96
1983-06-18,357.14,354.35
1983-07-18,356.77,354.49
1983-08-17,356.14,355.1
1983-09-16,357.73,355.53
1983-10-16,355.89,355.87
1983-11-15,358.27,356.26
1983-12-15,356.11,355.59
1984-01-14,355.74,356.0
1984-02-13,356.92,356.24
1984-03-14,355.07,356.04
1984-04-13,359.18,356.75
1984-05-13,357.56,356.73
1984-06-12,357.68,356.21
1984-07-12,355.75,356.38
1984-08-11,357.17,357.29
1984-09-10,358.19,357.2
1984-10-10,360.19,357.13
1984-11-09,358.28,356.98
1984-12-09,358.74,357.38
1985-01-08,358.55,357.52
1985-02-07,359.29,357.44
1985-03-09,360.58,357.65
1985-04-08,358.63,358.19
1985-05-08,360.12,357.41
1985-06-07,358.58,357.62
1985-07-07,359.25,358.29
1985-08-06,360.41,358.37
1985-09-05,359.91,358.44
1985-10-05,360.19,358.5
1985-11-04,359.93,358.6
1985-12-04,359.94,358.72
1986-01-03,359.88,359.36
1986-02-02,358.95,359.68
1986-03-04,361.27,358.98
1986-04-03,358.6,359.25
1986-05-03,361.1,359.44
1986-06-02,361.49,359.33
1986-07-02,360.81,359.9
1986-08-01,362.03,359.81
1986-08-31,363.42,359.87
1986-09-30,360.68,360.03
1986-10-30,361.18,360.66
1986-11-29,363.94,360.15
1986-12-29,362.61,360.66
1987-01-28,362.17,360.49
1987-02-27,362.18,360.8
1987-03-29,363.47,361.04
1987-04-28,362.48,361.31
1987-05-28,363.93,360.81
1987-06-27,363.28,361.4
1987-07-27,364.18,361.86
1987-08-26,366.39,361.56
1987-09-25,364.27,361.49
1987-10-25,364.22,361.66
1987-11-24,363.94,362.23
1987-12-24,363.11,362.5
1988-01-23,363.35,362.2
1988-02-22,364.35,363.24
1988-03-23,362.65,362.78
1988-04-22,363.97,362.26
1988-05-22,365.11,362.95
1988-06-21,365.45,362.82
1988-07-21,365.61,363.29
1988-08-20,363.26,363.54
1988-09-19,364.35,364.08
1988-10-19,365.24,363.89
1988-11-18,366.47,363.82
1988-12-18,364.32,364.18
1989-01-17,369.17,364.2
1989-02-16,365.56,364.33
1989-03-18,366.74,363.87
1989-04-17,365.64,364.45
1989-05-17,364.56,364.72
1989-06-16,366.23,364.61
1989-07-16,366.94,365.25
1989-08-15,365.81,365.18
1989-09-14,365.18,364.65
1989-10-14,369.09,365.01
1989-11-13,366.34,365.66
1989-12-13,367.66,364.86
1990-01-12,366.31,365.61
1990-02-11,363.79,366.02
1990-03-13,366.42,365.81
1990-04-12,367.53,365.8
1990-05-12,368.09,366.11
1990-06-11,366.89,365.97
1990-07-11,367.23,365.94
1990-08-10,367.51,366.17
1990-09-09,369.3,366.67
1990-10-09,369.63,366.26
1990-11-08,369.09,366.6
1990-12-08,370.53,366.51
1991-01-07,367.88,366.85
1991-02-06,365.23,367.21
1991-03-08,368.73,367.62
1991-04-07,368.47,367.28
1991-05-07,367.64,367.03
1991-06-06,369.0,367.24
1991-07-06,370.41,367.21
1991-08-05,371.69,367.66
1991-09-04,370.53,367.94
1991-10-04,368.53,368.59
1991-11-03,370.34,369.28
1991-12-03,368.35,368.42
1992-01-02,371.7,368.86
1992-02-01,368.46,368.49
1992-03-02,370.41,368.89
1992-04-01,369.8,368.6
1992-05-01,372.16,369.78
1992-05-31,369.51,369.31
1992-06-30,371.44,369.29
1992-07-30,373.14,369.81
1992-08-29,371.92,369.34
1992-09-28,371.61,370.27
1992-10-28,369.78,370.15
1992-11-27,372.03,369.71
1992-12-27,371.83,370.35
1993-01-26,373.2,371.18
1993-02-25,370.49,370.54
1993-03-27,371.89,369.95
1993-04-26,374.16,370.99
1993-05-26,371.25,370.96
1993-06-25,371.34,370.79
1993-07-25,372.99,371.2
1993-08-24,371.21,371.4
1993-09-23,373.11,370.9
1993-10-23,372.59,371.12
1993-11-22,372.68,371.48
1993-12-22,374.4,372.5
1994-01-21,372.39,372.22
1994-02-20,373.32,372.18
1994-03-22,374.63,372.68
1994-04-21,373.15,372.06
1994-05-21,374.92,372.89
1994-06-20,374.22,372.46
1994-07-20,375.1,373.58
1994-08-19,375.52,372.88
1994-09-18,371.94,373.51
1994-10-18,374.83,372.78
1994-11-17,374.58,373.36
1994-12-17,373.62,373.36
1995-01-16,373.69,373.82
1995-02-15,372.76,373.72
1995-03-17,375.29,373.76
1995-04-16,374.78,373.59
1995-05-16,375.12,374.32
1995-06-15,375.4,373.8
1995-07-15,374.6,374.76
1995-08-14,377.3,374.4
1995-09-13,376.41,374.4
1995-10-13,375.63,375.04
1995-11-12,376.19,374.69
1995-12-12,374.74,374.95
1996-01-11,378.46,375.17
1996-02-10,374.99,375.07
1996-03-11,376.45,375.34
1996-04-10,374.2,375.36
1996-05-10,378.52,375.78
1996-06-09,376.86,375.54
1996-07-09,375.42,376.29
1996-08-08,378.1,375.33
1996-09-07,376.2,376.38
1996-10-07,377.46,376.56
1996-11-06,379.2,375.85
1996-12-06,376.67,377.17
1997-01-05,378.1,376.55
1997-02-04,379.66,377.01
1997-03-06,378.52,376.84
1997-04-05,378.12,376.83
1997-05-05,377.95,376.89
1997-06-04,377.35,377.34
1997-07-04,377.23,377.17
1997-08-03,381.44,377.56
1997-09-02,378.0,377.24
1997-10-02,380.34,377.93
1997-11-01,378.29,377.87
1997-12-01,379.52,378.49
1997-12-31,379.23,377.92
1998-01-30,380.09,378.23
1998-03-01,378.05,378.45
1998-03-31,380.27,378.51
1998-04-30,380.3,378.71
1998-05-30,379.84,379.17
1998-06-29,380.12,379.21
1998-07-29,378.34,379.1
1998-08-28,380.88,378.9
1998-09-27,381.8,379.2
1998-10-27,382.51,379.49
1998-11-26,383.95,379.77
1998-12-26,382.76,379.81
1999-01-25,380.72,379.86
1999-02-24,381.6,380.2
1999-03-26,381.34,380.01
1999-04-25,382.11,379.97
1999-05-25,382.45,380.46
1999-06-24,380.24,380.3
1999-07-24,382.15,380.59
1999-08-23,381.85,381.48
1999-09-22,383.35,381.01
1999-10-22,383.29,380.32
1999-11-21,383.13,381.45
1999-12-21,383.81,382.04
2000-01-20,381.47,381.68
2000-02-19,382.52,381.88
2000-03-20,382.29,381.66
2000-04-19,382.33,382.11
2000-05-19,386.21,382.36
2000-06-18,382.61,382.15
2000-07-18,382.96,382.2
2000-08-17,382.85,382.89
2000-09-16,384.47,382.1
2000-10-16,383.29,383.08
2000-11-15,385.61,383.15
2000-12-15,385.06,382.71
2001-01-14,384.69,383.32
2001-02-13,385.93,383.03
2001-03-15,386.31,384.0
2001-04-14,382.51,383.39
2001-05-14,384.45,383.87
2001-06-13,387.43,383.71
2001-07-13,385.37,383.88
2001-08-12,385.73,384.33
2001-09-11,384.06,384.18
2001-10-11,385.87,384.43
2001-11-10,387.61,384.74
2001-12-10,388.04,384.57
2002-01-09,385.72,385.06
2002-02-08,385.87,384.46
2002-03-10,387.29,385.11
2002-04-09,387.48,384.92
2002-05-09,385.17,385.93
2002-06-08,385.35,385.13
2002-07-08,387.46,385.62
2002-08-07,386.09,385.45
2002-09-06,388.66,386.42
2002-10-06,387.38,386.3
2002-11-05,388.38,385.99
2002-12-05,389.37,386.33
2003-01-04,386.96,386.53
2003-02-03,387.87,386.21
2003-03-05,387.86,386.51
2003-04-04,388.02,387.42
2003-05-04,388.68,386.85
2003-06-03,390.04,386.69
2003-07-03,386.77,386.46
2003-08-02,389.18,387.26
2003-09-01,387.52,387.1
2003-10-01,388.36,387.3
2003-10-31,385.67,387.67
2003-11-30,388.43,387.59
2003-12-30,386.77,387.3
2004-01-29,388.63,388.2
2004-02-28,390.61,388.61
2004-03-29,390.34,388.71
2004-04-28,388.99,388.09
2004-05-28,387.96,388.94
2004-06-27,391.12,388.48
2004-07-27,389.07,388.58
2004-08-26,390.64,388.56
2004-09-25,389.34,388.81
2004-10-25,390.53,388.85
2004-11-24,392.66,389.2
2004-12-24,389.46,389.6
2005-01-23,392.05,389.88
2005-02-22,388.84,389.4
2005-03-24,389.91,389.66
2005-04-23,393.19,390.32
2005-05-23,392.02,390.03
2005-06-22,392.81,390.86
2005-07-22,392.76,390.17
2005-08-21,392.2,390.78
2005-09-20,391.76,390.96
2005-10-20,393.21,390.53
2005-11-19,393.52,391.27
2005-12-19,394.69,390.64
2006-01-18,391.84,391.02
2006-02-17,389.53,391.18
2006-03-19,393.53,391.14
2006-04-18,394.52,391.5
2006-05-18,391.17,391.9
2006-06-17,392.1,391.88
2006-07-17,390.73,392.27
2006-08-16,395.94,392.63
2006-09-15,395.05,392.36
