player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Antonius Cleveland,clevean01,2018,1135,512,-8.212477555692498,-12.731574896387645,-20.944052452080143,0.823498633543971,-4.251791475356076,-3.428292841812105,-6.499899878785242,0.385864173964373,-6.114035704820869,4.042289670612299,2.988005016751891,1.054284653860408,0.305559481566219,4.710697205652201,5.016256687218419,0.12482463205334
Iman Shumpert,shumpim01,2022,8026,2104,-0.695332382302484,-5.25842643357993,-5.953758815882415,0.787385870665251,2.578258302513141,3.365644173178391,-5.607337560879564,-0.764346830735489,-6.371684391615053,2.265498523292364,1.646428232658804,0.619070290633561,-2.596650601816509,1.763104077031139,-0.83354652478537,0.176852385743819
PJ Hairston,hairspj02,2017,1377,3948,-5.111491694125933,4.797734892083749,-0.313756802042184,-2.814099861113053,4.940303613926969,2.126203752813916,-3.176873693561802,-6.65120079467439,-9.82807448823619,3.356464890767052,3.096345825859286,0.260119064907765,-0.00239443981439,1.470119028128913,1.467724588314523,1.639527070416654
Daniel Theis,theisda01,2016,7662,1672,-8.751332099660893,0.54180962224118,-8.209522477419712,3.290347469630038,2.476004098083142,5.766351567713179,-1.611553408394759,3.953605890881661,2.342052482486902,2.160492873336621,1.342368977501305,0.818123895835315,-2.825885806328548,-5.011929811827574,-7.837815618156123,1.259092194606892
Taurean Prince,princta02,2014,214,804,2.931985414210589,-3.561932012466586,-0.629946598255997,8.412420143700942,6.583404485440502,14.995824629141444,1.687598170428287,-3.044853630680166,-1.35725546025188,6.341576319868546,6.737467966346112,-0.395891646477566,-0.534322596488585,-3.219279542946917,-3.753602139435502,-0.836497632744943
Tony Parker,parketo01,2018,1665,111,1.489927617329371,-2.561145270075133,-1.071217652745762,-4.004570282097344,7.114085708332014,3.10951542623467,0.626176566265885,-7.517154831754121,-6.890978265488236,-1.638898349187143,-1.849935741811509,0.211037392624366,3.144152770443364,-3.869089200193383,-0.72493642975002,-1.674313931527967
Shelvin Mack,macksh01,2022,1496,597,4.642713696262402,2.365167979828442,7.007881676090844,-2.588525583117923,-4.514829987574685,-7.103355570692607,-6.103673638411207,-1.39718119314172,-7.500854831552927,5.432900854822396,5.657654552977415,-0.224753698155018,-1.458989223753809,-0.473101750845087,-1.932090974598896,-0.737741907092401
E'Twaun Moore,mooreet01,2020,3277,84,-4.281181145293102,-1.127872344393986,-5.409053489687087,11.491187620323615,-2.580312758553543,8.910874861770072,3.09127799081901,0.750076088614411,3.84135407943342,0.202318211624121,-0.084887754849711,0.287205966473832,-5.261197539850379,-3.16815943461415,-8.429356974464529,-1.75323844264415
Theo Pinson,pinsoth01,2014,5373,1477,-8.855624387279732,-4.041918145154108,-12.89754253243384,-6.077126097040287,5.547714673468387,-0.5294114235719,1.420334516905789,-6.540410497326853,-5.120075980421065,4.98602905005783,4.003718779466517,0.982310270591314,-0.496898479178203,-7.357911751706524,-7.854810230884727,-0.290282334767405
Carsen Edwards,edwarca01,2015,635,206,-5.327261632654502,2.564110234086946,-2.763151398567557,-9.259399522589357,5.387949936471161,-3.871449586118196,-0.588025525773453,-7.174446218723528,-7.762471744496981,4.493808156812604,5.133503195852452,-0.639695039039849,-0.282323651177326,0.762398321320847,0.480074670143521,1.470462978840576
