SI2	E	Ideal	61.5	55
SI1	E	Premium	59.8	61
VS1	E	Good	56.9	65
VS2	I	Premium	62.4	58
SI2	J	Good	63.3	58
VVS2	J	Very Good	62.8	57
VVS1	I	Very Good	62.3	57
SI1	H	Very Good	61.9	55
VS2	E	Fair	65.1	61
VS1	H	Very Good	59.4	61
SI1	J	Good	64	55
VS1	J	Ideal	62.8	56
SI1	F	Premium	60.4	61
SI2	J	Ideal	62.2	54
SI2	E	Premium	60.2	62
I1	E	Premium	60.9	58
SI2	I	Ideal	62	54
SI1	J	Good	63.4	54
SI1	J	Good	63.8	56
SI1	J	Very Good	62.7	59
SI2	I	Good	63.3	56
VS2	E	Very Good	63.8	55
VS1	H	Very Good	61	57
SI1	J	Very Good	59.4	62
SI1	J	Very Good	58.1	62
VVS2	G	Very Good	60.4	58
VS1	I	Premium	62.5	57
VS2	J	Very Good	62.2	57
VS2	D	Very Good	60.5	61
VS1	F	Very Good	60.9	57
VS1	F	Very Good	60	57
VS1	F	Very Good	59.8	57
VS1	E	Very Good	60.7	59
VS1	E	Very Good	59.5	58
VS1	D	Very Good	61.9	58
VS1	F	Good	58.2	59
VS1	E	Good	64.1	59
SI1	H	Good	64	54
VS2	D	Very Good	60.8	59
SI2	I	Ideal	61.8	55
SI2	I	Ideal	61.2	56
SI1	J	Ideal	61.1	56
VS2	D	Good	65.2	56
VS1	D	Good	58.4	63
SI2	H	Good	63.1	56
SI1	F	Premium	62.4	58
SI2	H	Very Good	61.8	55
SI2	H	Good	63.8	56
VS2	E	Very Good	63.3	60
SI2	H	Very Good	60.7	60
SI1	F	Very Good	60.9	61
VS1	G	Ideal	61.9	54
SI1	I	Ideal	60.9	55
VS2	E	Premium	61.6	58
VS2	D	Premium	59.3	62
SI2	I	Ideal	61	59
SI2	J	Premium	59.3	61
SI1	I	Very Good	62.6	57
SI1	I	Very Good	63	57
SI1	I	Good	63.2	55
VS1	I	Ideal	60.9	57
SI1	D	Premium	62.6	59
SI1	D	Ideal	62.5	57
SI1	D	Ideal	62.1	56
SI2	I	Premium	61.5	59
VVS2	G	Ideal	61.4	56
VVS1	I	Ideal	62	55.3
SI1	G	Very Good	63.3	57
SI1	G	Premium	61.8	58
VVS1	E	Premium	60.7	58
VVS1	D	Very Good	61.5	60
SI1	H	Very Good	63.1	56
SI1	H	Premium	62.9	59
SI1	H	Premium	62.5	57
SI1	H	Good	63.7	57
VVS2	F	Very Good	59.2	60
VVS2	E	Very Good	59.9	58
VVS2	D	Very Good	62.4	54
VVS2	D	Very Good	62.8	60
VVS1	E	Very Good	62.6	59
VVS1	E	Very Good	63.4	59
VVS1	D	Very Good	62.1	60
VVS2	E	Ideal	62.9	58
SI2	I	Ideal	61.6	56
VVS1	E	Good	57.9	60
VVS1	G	Premium	62.3	59
VVS1	H	Premium	61.2	58
VVS1	H	Premium	60.8	59
VVS2	H	Premium	60.7	58
SI1	I	Premium	62.9	58
SI1	E	Ideal	62.5	57
SI2	E	Fair	55.1	69
VS2	G	Ideal	61.6	56
VS2	E	Very Good	62.4	57
SI2	G	Very Good	63.8	56
VS2	E	Good	57.5	58
VS1	F	Good	59.4	62
SI2	F	Fair	66.3	62
SI1	E	Very Good	61.6	59
SI1	H	Premium	61.5	58
SI1	D	Very Good	63.2	56
SI1	E	Premium	59.9	54
SI1	G	Ideal	61.6	55
VS2	G	Premium	61.7	58
VS1	I	Ideal	62.9	56
SI1	G	Ideal	62.2	55
SI1	G	Premium	63	59
VVS2	I	Ideal	62.3	55
SI2	F	Ideal	58.8	57
VVS2	E	Ideal	62	55
SI2	F	Ideal	61.4	57
SI2	E	Ideal	62.2	56
VS2	I	Premium	63	58
SI1	G	Very Good	62.2	59
VS2	F	Ideal	62.6	56
VS2	F	Ideal	62.7	53
SI2	F	Premium	61.7	58
VS2	G	Ideal	62.4	54
VS2	E	Ideal	60.7	58
SI2	F	Ideal	59.9	59
SI2	D	Ideal	62.3	56
SI1	E	Ideal	62.3	54
VS2	F	Very Good	61.7	63
VS2	F	Fair	64.5	57
VS2	F	Fair	65.3	55
VS2	F	Premium	61.6	60
SI1	H	Premium	61.4	56
VVS2	D	Very Good	59.6	57
SI2	H	Fair	64.4	57
SI2	H	Fair	65.7	60
VS2	H	Ideal	62	56
SI1	D	Very Good	63.6	58
SI1	D	Ideal	61.9	59
VS2	E	Very Good	62.6	60
VS1	H	Very Good	61.3	60
VVS1	E	Premium	60.9	60
VS1	F	Very Good	60.1	62
VS1	F	Premium	61.8	59
SI1	H	Ideal	61.2	57
VVS1	G	Ideal	61.9	56
VS2	G	Premium	60.9	57
VS2	G	Premium	59.8	56
VS2	D	Very Good	61.8	55
SI2	D	Ideal	61.6	55
VVS2	H	Good	62.1	64
VS1	G	Very Good	63.3	59
SI1	D	Very Good	60.2	56
SI1	D	Very Good	61.1	58
SI1	E	Ideal	60.9	57
SI2	D	Premium	61.7	59
SI1	I	Ideal	61.3	56
VS2	D	Premium	62.5	60
VS2	G	Premium	61.4	59
SI1	F	Very Good	62.9	57
SI2	D	Ideal	62.4	57
SI1	F	Ideal	60.7	56
VS2	G	Premium	60.7	58
VS1	G	Premium	61.5	58
SI2	D	Ideal	59.9	57
VS2	G	Premium	59.2	59
VVS2	H	Very Good	60.3	56
SI1	F	Very Good	61.7	60
VS2	G	Ideal	61.9	57
SI2	F	Ideal	61.9	55
VVS1	H	Very Good	60.4	59
SI2	F	Very Good	61	57
VVS1	G	Ideal	61.5	55
VVS1	F	Ideal	61.7	56
VS2	E	Good	59.2	61
SI2	D	Ideal	61.3	56
VS2	D	Premium	58	62
I1	J	Very Good	60.2	61
VS1	E	Ideal	61.7	55
SI1	E	Ideal	62.7	55
VS2	I	Good	64.6	54
VS2	F	Very Good	61.3	61
VS2	G	Very Good	63.7	56.4
VS2	E	Premium	62.7	58
VS2	E	Ideal	62.2	57
VVS2	E	Ideal	61.6	56
VVS2	E	Ideal	61.5	57
SI1	G	Ideal	61.8	56
SI1	G	Ideal	60.7	56
VS2	G	Good	59.7	60.5
SI1	G	Ideal	60.5	56
VS1	D	Very Good	62.7	58
VS2	F	Premium	62.1	58
VS2	F	Very Good	62.8	57
VS2	F	Good	63.8	58
VS2	F	Good	57.8	60
VS2	E	Ideal	62.1	55
VS2	E	Premium	61.1	60
SI1	E	Premium	60	59
SI1	E	Premium	61.2	57
SI1	E	Premium	62.7	59
SI1	E	Premium	61	57
SI1	E	Premium	61	58
SI1	E	Ideal	61.4	57
SI1	F	Premium	61.8	61
SI1	E	Very Good	59.9	63
SI1	E	Premium	61.3	58
SI1	E	Premium	60.5	58
VS2	E	Good	64.1	59
SI2	H	Fair	67.9	60
SI1	E	Very Good	63.2	60
VVS1	F	Ideal	61.3	55
VS2	H	Very Good	60.8	56
SI1	E	Ideal	61.7	56
VS2	F	Very Good	63.6	57
VS2	G	Premium	61.2	58
VS2	F	Ideal	62.1	54
VS1	G	Ideal	61.5	55
VS1	G	Ideal	61.4	59
I1	F	Premium	61.8	60
SI1	H	Ideal	62.2	56
SI1	H	Ideal	61.2	56
VS1	H	Very Good	60.6	63
VVS2	D	Very Good	57.5	64
VS2	G	Ideal	61.3	56
VS1	E	Good	57.2	62
VS1	E	Premium	62.9	60
SI2	D	Very Good	63.1	58
SI1	D	Ideal	60.8	57
SI1	D	Premium	62.7	59
SI1	D	Premium	62.8	60
SI1	G	Fair	55.1	67
SI1	F	Premium	61.4	59
IF	F	Ideal	62.2	55
VS2	F	Very Good	63	54
VS1	H	Very Good	63.7	56
VS2	F	Very Good	63.6	58
VVS1	F	Ideal	62	57
VS1	D	Ideal	61.5	56
VVS1	H	Very Good	60.5	60
VS1	I	Very Good	61.1	60
VVS2	I	Ideal	61.8	56
VS2	D	Good	63.3	56
VS1	G	Good	59.4	64
SI1	F	Ideal	62.5	55
I1	E	Fair	64.5	58
SI2	H	Premium	62.7	59
SI1	F	Good	64.2	52
SI1	E	Good	63.7	54
SI1	E	Premium	60.4	58
SI1	E	Premium	61.8	58
SI2	J	Very Good	63.2	56
SI2	G	Ideal	61.6	56
SI1	E	Ideal	61.6	56
IF	G	Ideal	60.9	57
SI2	G	Good	61	61
VVS2	E	Premium	62.1	57
VS1	H	Premium	61.3	60
SI2	J	Fair	65.8	59
IF	G	Ideal	61.3	56
VVS1	I	Premium	58.8	59
SI2	F	Ideal	62.3	55
VS1	F	Premium	60.1	62
SI1	I	Very Good	63.6	55.8
SI1	E	Ideal	62.2	56
SI1	E	Premium	59.2	59
SI1	E	Premium	61.8	59
SI1	E	Ideal	61.3	55
VS1	F	Premium	62.1	60
VS1	F	Premium	60.7	60
VVS2	H	Premium	59.6	57
VS1	F	Ideal	62.2	56
SI1	G	Very Good	60.6	57
VS2	E	Very Good	62.9	57
VS2	E	Good	64.1	55
VS2	I	Ideal	61.3	56
VS2	H	Ideal	62.7	55
SI1	E	Very Good	63.2	56
VS2	E	Very Good	60.7	56
VVS2	I	Premium	61.9	60
SI2	F	Ideal	62.6	55
VS1	F	Good	60.7	60
SI2	D	Premium	62	60
IF	I	Premium	63	57
VS2	H	Premium	58	59
VS2	G	Premium	62.9	57
SI2	I	Premium	58.2	60
SI1	E	Good	63.2	58
SI2	H	Very Good	61.3	59
SI1	E	Very Good	60.3	60
SI1	D	Premium	62.7	60
SI1	D	Premium	61.3	58
SI1	D	Premium	61.6	60
VVS2	F	Ideal	61.9	55
