AAPL_x,AAPL_y
2014-01-02,71.61924074
2014-01-03,69.67374492
2014-01-04,89.33051676
2014-01-06,76.18958139
2014-01-08,88.18277624
2014-01-08,73.91941463
2014-01-09,115.23977354
2014-01-09,99.96957064
2014-01-09,88.6118799
2014-01-09,95.89226485
2014-01-10,74.39257442
2014-01-11,92.4161319
2014-01-11,108.36003514
2014-01-11,70.62945645
2014-01-12,105.31518405
2014-01-12,103.57448578
2014-01-14,100.65414607
2014-01-15,101.68459006
2014-01-15,104.16757737
2014-01-16,77.80567069
2014-01-16,109.35605167
2014-01-17,116.28267331
2014-01-18,100.10688155
2014-01-18,92.2984208
2014-01-19,107.47675173
2014-01-19,74.81361226
2014-01-19,116.14527211
2014-01-22,84.9511776
2014-01-23,104.18147605
2014-01-27,118.72169388
2014-01-27,70.18654537
2014-01-29,109.66207812
2014-01-30,116.36483987
2014-02-02,71.38417395
2014-02-02,96.73562701
2014-02-02,74.76950881
2014-02-03,80.92488954
2014-02-09,113.54016356
2014-02-10,114.51473335
2014-02-10,75.9653056
2014-02-11,107.71687854
2014-02-12,95.93593751
2014-02-12,75.0962504
2014-02-13,98.34577351
2014-02-14,75.93937454
2014-02-14,94.85811259
2014-02-16,102.31755265
2014-02-17,116.99827614
2014-02-19,108.83059262
2014-02-19,112.17229176
2014-02-21,89.27044008
2014-02-21,109.91753405
2014-02-22,114.58057584
2014-02-24,82.10931603
2014-02-25,102.40057823
2014-02-28,99.83605577
2014-03-04,118.08986923
2014-03-04,104.9009917
2014-03-05,72.44956583
2014-03-07,112.98124682
2014-03-11,87.76850221
2014-03-11,92.63890558
2014-03-14,108.6779942
2014-03-16,101.15498408
2014-03-16,77.39195396
2014-03-17,94.54625557
2014-03-19,98.51689185
2014-03-19,114.93304697
2014-03-21,85.73678901
2014-03-21,86.43029688
2014-03-21,92.9073207
2014-03-25,96.71495086
2014-03-26,111.58293587
2014-03-26,71.54883331
2014-03-27,110.41314906
2014-03-27,101.92119009
2014-03-28,109.86471306
2014-03-31,93.70861105
2014-04-02,71.498475
2014-04-03,109.14880985
2014-04-03,115.95234941
2014-04-07,72.81594913
2014-04-07,90.85103434
2014-04-07,93.76109374
2014-04-10,92.86617793
2014-04-16,103.59621836
2014-04-16,83.59609289
2014-04-16,73.72382439
2014-04-19,74.24755324
2014-04-22,69.32621812
2014-04-22,93.16359646
2014-04-23,69.97707964
2014-04-24,79.99724834
2014-04-27,81.38991509
2014-04-27,76.36625751
2014-04-28,90.54928525
2014-04-29,86.95359943
2014-04-29,69.07557773
2014-05-02,80.52212833
2014-05-04,78.12777047
2014-05-04,74.38431778
2014-05-07,72.49501492
2014-05-09,94.76934727
2014-05-14,86.19770985
2014-05-15,90.29722732
2014-05-15,78.99703952
2014-05-18,103.30048764
2014-05-19,106.06665042
2014-05-21,92.91981269
2014-05-25,96.88309742
2014-05-27,86.74621723
2014-05-27,75.29005269
2014-05-27,91.22979765
2014-05-28,101.50939383
2014-05-28,93.9824601
2014-05-28,94.49349698
2014-06-01,86.29196145
2014-06-08,70.31520004
2014-06-09,87.65154445
2014-06-09,107.6073566
2014-06-11,70.04955389
2014-06-13,78.69106017
2014-06-13,92.80711869
2014-06-18,108.30312133
2014-06-18,104.71016649
2014-06-19,79.36564337
2014-06-21,91.88304061
2014-06-21,80.21619737
2014-06-25,93.0772426
2014-06-26,108.85867929
2014-06-26,115.82735448
2014-06-27,77.36221598
2014-06-28,77.68727897
2014-06-30,77.94355559
2014-07-01,113.97615761
2014-07-09,106.63849273
2014-07-09,86.69270257
2014-07-11,110.13254265
2014-07-12,70.30288708
2014-07-12,80.11706204
2014-07-13,89.52488353
2014-07-13,117.86071231
2014-07-15,88.31925967
2014-07-16,113.07459964
2014-07-17,97.01494048
2014-07-19,114.03427841
2014-07-20,115.43274515
2014-07-21,71.44838505
2014-07-25,85.73689542
2014-07-26,108.50923126
2014-07-27,114.81688943
2014-07-29,77.46014782
2014-07-29,94.5427937
2014-07-29,102.54205549
2014-07-30,83.06608273
2014-07-30,85.45911912
