species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
Adelie,Biscoe,42.2,17.5,193,3544,MALE
Adelie,Torgersen,41.4,21.2,218,3386,MALE
Adelie,Dream,33.1,17.2,203,4501,MALE
Adelie,Torgersen,41.1,17.1,200,3238,FEMALE
Adelie,Torgersen,38.6,19.4,228,4348,FEMALE
Adelie,Dream,36.8,17.9,200,3573,FEMALE
Adelie,Dream,35.5,19.8,190,3229,MALE
Adelie,Biscoe,45.8,19.5,209,4040,MALE
Adelie,Torgersen,37.8,17.7,199,3311,FEMALE
Adelie,Dream,39.0,18.0,199,3814,MALE
Adelie,Torgersen,35.2,17.6,198,3569,MALE
Adelie,Torgersen,40.8,19.0,191,3355,MALE
Adelie,Dream,37.3,19.0,222,3089,MALE
Adelie,Dream,38.7,18.3,196,4057,FEMALE
Adelie,Torgersen,36.9,17.2,208,3468,MALE
Adelie,Biscoe,39.7,16.1,197,3700,FEMALE
Adelie,Dream,44.1,20.7,208,2877,MALE
Adelie,Biscoe,35.6,17.9,228,3937,MALE
Adelie,Biscoe,35.7,17.8,189,3547,MALE
Adelie,Dream,42.1,18.8,188,3415,MALE
Adelie,Dream,37.7,18.5,195,3621,FEMALE
Adelie,Biscoe,40.3,17.0,188,3463,MALE
Adelie,Dream,40.6,18.3,223,3306,MALE
Adelie,Biscoe,41.1,18.9,184,3807,FEMALE
Adelie,Biscoe,34.0,19.2,213,3940,FEMALE
Adelie,Dream,41.1,20.5,205,3563,MALE
Adelie,Dream,40.8,19.5,184,3995,FEMALE
Adelie,Biscoe,43.2,18.6,199,3460,FEMALE
Adelie,Torgersen,42.9,18.5,228,3632,FEMALE
Adelie,Biscoe,35.1,18.7,213,3797,FEMALE
Adelie,Biscoe,39.2,16.2,187,4001,MALE
Adelie,Torgersen,39.5,20.0,183,3195,MALE
Adelie,Dream,39.2,17.8,201,3764,FEMALE
Adelie,Biscoe,37.8,18.0,217,4078,FEMALE
Adelie,Biscoe,38.6,19.1,179,2918,MALE
Adelie,Dream,42.0,19.0,194,3230,MALE
Adelie,Torgersen,38.1,20.0,210,3371,MALE
Adelie,Torgersen,40.5,19.4,188,2700,MALE
Adelie,Biscoe,35.5,17.2,208,4289,MALE
Adelie,Torgersen,37.7,19.5,210,3046,MALE
Adelie,Torgersen,42.3,18.8,201,4515,MALE
Adelie,Torgersen,36.0,17.6,225,3622,FEMALE
Adelie,Torgersen,37.2,16.8,221,4400,FEMALE
Adelie,Dream,40.3,17.2,192,3154,FEMALE
Adelie,Dream,39.1,17.4,198,3759,MALE
Adelie,Biscoe,38.5,18.6,212,3617,MALE
Adelie,Dream,45.6,18.5,185,3394,MALE
Adelie,Biscoe,37.0,17.1,199,3244,MALE
Adelie,Dream,35.9,17.8,203,4082,FEMALE
Adelie,Dream,41.1,18.1,186,4118,MALE
Adelie,Biscoe,39.7,16.5,208,4104,FEMALE
Adelie,Dream,39.7,18.9,208,4259,FEMALE
Adelie,Dream,43.2,17.0,225,4092,
Adelie,Biscoe,35.3,18.1,187,3928,FEMALE
Adelie,Torgersen,36.7,18.9,194,3535,MALE
Adelie,Torgersen,38.3,18.1,210,3503,FEMALE
Adelie,Torgersen,39.2,17.0,202,3619,MALE
Adelie,Dream,37.2,21.1,224,4208,MALE
Adelie,Biscoe,36.0,18.6,189,3488,MALE
Adelie,Torgersen,42.2,19.1,197,3561,MALE
Adelie,Dream,38.6,18.1,211,3903,FEMALE
Adelie,Dream,40.7,19.1,190,3756,FEMALE
Adelie,Biscoe,38.2,19.2,194,3486,FEMALE
Adelie,Biscoe,40.6,18.6,188,3224,MALE
Adelie,Dream,38.8,17.9,209,3011,MALE
Adelie,Torgersen,40.2,20.7,201,3516,FEMALE
Adelie,Torgersen,39.6,17.6,199,3665,FEMALE
Adelie,Dream,40.9,17.0,196,3774,FEMALE
Adelie,Biscoe,36.0,17.1,201,4207,FEMALE
Adelie,Torgersen,41.6,17.2,190,3325,FEMALE
Adelie,Torgersen,38.2,18.8,224,3295,FEMALE
Adelie,Biscoe,38.8,18.5,184,3197,FEMALE
Adelie,Dream,34.4,18.9,205,4485,MALE
Adelie,Torgersen,37.6,18.6,188,2945,MALE
Adelie,Dream,41.1,17.8,179,3766,MALE
Adelie,Biscoe,40.1,18.5,188,4256,FEMALE
Adelie,Dream,36.4,17.9,172,4034,MALE
Adelie,Dream,36.4,19.1,202,3241,FEMALE
Adelie,Dream,39.6,17.3,221,3045,MALE
Adelie,Torgersen,39.6,16.6,203,2916,MALE
Adelie,Dream,36.6,18.4,193,4018,MALE
Adelie,Dream,34.6,18.1,222,3435,MALE
Adelie,Dream,36.2,17.5,190,3342,FEMALE
Adelie,Torgersen,37.9,15.5,204,4041,FEMALE
Adelie,Dream,39.6,18.9,206,3013,MALE
Adelie,Biscoe,35.9,17.2,172,3809,FEMALE
Adelie,Biscoe,39.0,19.3,228,3577,FEMALE
Adelie,Dream,36.2,18.4,196,3226,FEMALE
Adelie,Torgersen,46.0,18.0,188,3930,MALE
Adelie,Biscoe,37.3,17.0,193,3010,FEMALE
Adelie,Torgersen,38.1,18.3,216,3089,FEMALE
Adelie,Biscoe,41.4,19.7,194,4741,MALE
Adelie,Torgersen,42.7,16.7,193,4095,FEMALE
Adelie,Biscoe,34.5,19.0,195,3507,MALE
Adelie,Torgersen,37.6,18.5,213,3298,MALE
Adelie,Dream,37.0,16.9,199,3246,MALE
Adelie,Dream,41.3,17.9,181,3827,FEMALE
Adelie,Biscoe,36.6,17.5,224,4202,FEMALE
Adelie,Dream,42.5,20.3,186,3484,FEMALE
Adelie,Dream,39.8,20.0,220,3541,MALE
Adelie,Torgersen,38.1,17.7,202,3897,FEMALE
Adelie,Dream,40.6,18.1,218,3875,FEMALE
Adelie,Biscoe,41.1,18.4,193,3576,FEMALE
