Date,Extent
1980-01-01,8.636
1980-01-02,3.789
1980-01-03,13.606
1980-01-04,12.554
1980-01-05,11.696
1980-01-06,3.927
1980-01-07,11.505
1980-01-08,10.508
1980-01-09,10.636
1980-01-10,3.732
1980-01-11,9.705
1980-01-12,5.005
1980-01-13,3.688
1980-01-14,4.99
1980-01-15,14.61
1980-01-16,15.306
1980-01-17,12.048
1980-01-18,4.769
1980-01-19,4.657
1980-01-20,11.822
1980-01-21,4.201
1980-01-22,9.16
1980-01-23,4.985
1980-01-24,14.399
1980-01-25,8.353
1980-01-26,11.279
1980-01-27,6.612
1980-01-28,10.974
1980-01-29,8.065
1980-01-30,11.986
1980-01-31,16.162
1980-02-01,12.291
1980-02-02,6.29
1980-02-03,5.26
1980-02-04,12.983
1980-02-05,10.376
1980-02-06,9.749
1980-02-07,7.155
1980-02-08,14.096
1980-02-09,4.374
1980-02-10,11.356
1980-02-11,12.467
1980-02-12,7.054
1980-02-13,7.298
1980-02-14,7.446
1980-02-15,10.883
1980-02-16,5.127
1980-02-17,5.7
1980-02-18,11.898
1980-02-19,11.752
1980-02-20,5.444
1980-02-21,12.543
1980-02-22,7.088
1980-02-23,15.204
1980-02-24,4.764
1980-02-25,7.786
1980-02-26,6.808
1980-02-27,8.636
1980-02-28,14.214
1980-02-29,3.798
1980-03-01,14.124
1980-03-02,11.049
1980-03-03,7.968
1980-03-04,10.984
1980-03-05,9.217
1980-03-06,12.313
1980-03-07,10.28
1980-03-08,5.771
1980-03-09,4.268
1980-03-10,14.215
1980-03-11,5.84
1980-03-12,12.34
1980-03-13,11.123
1980-03-14,5.679
1980-03-15,9.813
1980-03-16,15.996
1980-03-17,13.039
1980-03-18,11.552
1980-03-19,7.706
1980-03-20,8.734
1980-03-21,4.983
1980-03-22,12.078
1980-03-23,5.783
1980-03-24,10.006
1980-03-25,15.464
1980-03-26,5.156
1980-03-27,10.793
1980-03-28,4.939
1980-03-29,4.865
1980-03-30,12.912
1980-03-31,16.364
1980-04-01,15.648
1980-04-02,8.275
1980-04-03,8.468
1980-04-04,15.535
1980-04-05,11.156
1980-04-06,7.886
1980-04-07,9.933
1980-04-08,3.915
