sentence,label,idx
there 's no emotional pulse to solaris .,0,535
"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way .",0,60
"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun .",1,477
a by-the-numbers effort that wo n't do much to enhance the franchise .,0,225
"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative .",1,197
"and the lesson , in the end , is nothing new .",1,48
"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that .",1,725
"immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch .",0,154
no telegraphing is too obvious or simplistic for this movie .,0,833
"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand .",1,452
"woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz .",0,572
detox is ultimately a pointless endeavor .,0,182
"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath .",1,414
"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom .",0,571
overall very good for what it 's trying to do .,1,633
a giggle a minute .,0,777
"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short .",1,460
"of course , by more objective measurements it 's still quite bad .",1,700
"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better .",0,847
a subtle and well-crafted ( for the most part ) chiller .,1,694
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface .",0,101
fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away .,0,694
indifferently implausible popcorn programmer of a movie .,1,819
"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that .",1,70
the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy .,0,553
"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless .",0,723
few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands .,1,123
"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .",0,226
"a fast , funny , highly enjoyable movie .",0,230
... the movie is just a plain old monster .,0,109
"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script .",1,734
a film about a young man finding god that is accessible and touching to the marrow .,0,27
"( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .",0,318
chokes on its own depiction of upper-crust decorum .,1,52
"but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck .",1,627
a coarse and stupid gross-out .,0,431
"one of the more irritating cartoons you will see this , or any , year .",0,732
"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience .",1,27
... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller .,0,628
davis ... is so enamored of her own creation that she ca n't see how insufferable the character is .,0,33
director uwe boll and the actors provide scant reason to care in this crude '70s throwback .,0,231
manages to be sweet and wickedly satisfying at the same time .,0,328
"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker .",1,79
"passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards .",1,260
"excessive , profane , packed with cartoonish violence and comic-strip characters .",1,545
"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie .",1,842
"the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry rises above the level of embarrassment .",1,21
the wild thornberrys movie is a jolly surprise .,1,762
"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults .",0,448
"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) .",0,70
"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle .",1,270
"a poignant , artfully crafted meditation on mortality .",1,809
this movie seems to have been written using mad-libs .,0,266
"works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them .",0,681
"if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever .",0,490
"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) .",0,27
the heavy-handed film is almost laughable as a consequence .,1,668
"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books .",1,793
