\\/Natalia_Romanova_(Earth-616)	Natalia Romanova (Earth-616)	Apr-64	Red Hair	Green Eyes	Bisexual Characters	Public Identity	Female Characters	Good Characters	Living Characters
\\/Hercules_(Earth-616)	Hercules (Earth-616)	Oct-65	Brown Hair	Blue Eyes	Bisexual Characters	No Dual Identity	Male Characters	Good Characters	Living Characters
\\/Elizabeth_Braddock_(Earth-616)	Elizabeth Braddock (Earth-616)	Dec-76	Purple Hair	Blue Eyes	Bisexual Characters	Secret Identity	Female Characters	Neutral Characters	Living Characters
\\/Loki_Laufeyson_(Earth-616)	Loki Laufeyson (Earth-616)	Aug-49	Black Hair	Green Eyes	Bisexual Characters	No Dual Identity	Genderfluid Characters	Neutral Characters	Living Characters
\\/Deadpool_(Wade_Wilson)	Deadpool (Wade Wilson)	Feb-91	Bald	Brown Eyes	Transvestites	Secret Identity	Male Characters	Neutral Characters	Living Characters
\\/Raven_Darkholme_(Earth-616)	Raven Darkholme (Earth-616)	Apr-78	Red Hair	Yellow Eyes	Bisexual Characters	Secret Identity	Female Characters	Bad Characters	Living Characters
\\/Heather_Douglas_(Earth-616)	Heather Douglas (Earth-616)	Jan-73	Bald	Blue Eyes	Bisexual Characters	Secret Identity	Female Characters	Good Characters	Living Characters
\\/Jean-Paul_Beaubier_(Earth-616)	Jean-Paul Beaubier (Earth-616)	Apr-79	Black Hair	Blue Eyes	Homosexual Characters	Secret Identity	Male Characters	Good Characters	Living Characters
\\/Jonathan_Clay_(Earth-616)	Jonathan Clay (Earth-616)	Aug-60	Red Hair	Blue Eyes	Homosexual Characters	Secret Identity	Male Characters	Good Characters	Living Characters
\\/Julio_Richter_(Earth-616)	Julio Richter (Earth-616)	Jun-87	Brown Hair	Brown Eyes	Homosexual Characters	Secret Identity	Male Characters	Good Characters	Living Characters
\\/Akihiro_(Earth-616)	Akihiro (Earth-616)	Oct-06	Black Hair	Blue Eyes	Bisexual Characters	Secret Identity	Male Characters	Bad Characters	Living Characters
\\/Victor_Borkowski_(Earth-616)	Victor Borkowski (Earth-616)	Aug-03	Black Hair	Brown Eyes	Homosexual Characters	Secret Identity	Male Characters	Good Characters	Living Characters
\\/Julie_Power_(Earth-616)	Julie Power (Earth-616)	Aug-84	Strawberry Blond Hair	Blue Eyes	Pansexual Characters	Secret Identity	Female Characters	Good Characters	Living Characters
\\/Marlo_Chandler_(Earth-616)	Marlo Chandler (Earth-616)	Sep-88	Red Hair	Blue Eyes	Bisexual Characters	Public Identity	Female Characters	Good Characters	Living Characters
\\/William_Kaplan_(Earth-616)	William Kaplan (Earth-616)	Apr-05	Black Hair	Brown Eyes	Homosexual Characters	Secret Identity	Male Characters	Good Characters	Living Characters
\\/Doop_(Earth-616)	Doop (Earth-616)	Jul-01	Black Hair	Variable Eyes	Bisexual Characters	No Dual Identity	Male Characters	Good Characters	Living Characters
\\/David_Alleyne_(Earth-616)	David Alleyne (Earth-616)	Oct-03	Black Hair	Brown Eyes	Bisexual Characters	Secret Identity	Male Characters	Good Characters	Living Characters
\\/Miguel_Santos_(Earth-616)	Miguel Santos (Earth-616)	Oct-90	Black Hair	Brown Eyes	Homosexual Characters	Secret Identity	Male Characters	Good Characters	Living Characters
\\/Dorrek_VIII_(Earth-616)	Dorrek VIII (Earth-616)	Apr-05	Blond Hair	Blue Eyes	Homosexual Characters	Public Identity	Male Characters	Good Characters	Living Characters
\\/Victoria_Hand_(Earth-616)	Victoria Hand (Earth-616)	Feb-09	Black Hair	Hazel Eyes	Homosexual Characters	No Dual Identity	Female Characters	Neutral Characters	Deceased Characters
\\/Karolina_Dean_(Earth-616)	Karolina Dean (Earth-616)	Jul-03	Blond Hair	Blue Eyes	Homosexual Characters	Secret Identity	Female Characters	Good Characters	Living Characters
\\/Irene_Adler_(Earth-616)	Irene Adler (Earth-616)	Jan-81	Silver Hair	White Eyes	Bisexual Characters	Secret Identity	Female Characters	Neutral Characters	Deceased Characters
\\/Yukio_(Earth-616)	Yukio (Earth-616)	Sep-82	Black Hair	Brown Eyes	Bisexual Characters	No Dual Identity	Female Characters	Neutral Characters	Living Characters
