sentence,label,idx
it appears that something has been lost in the translation to the screen .,0,823
the film 's performances are thrilling .,0,18
and that 's a big part of why we go to the movies .,1,184
"a tender , witty , captivating film about friendship , love , memory , trust and loyalty .",1,464
you do n't have to know about music to appreciate the film 's easygoing blend of comedy and romance .,0,827
"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner .",1,308
sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest .,0,846
"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves .",0,561
the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions .,0,371
"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor .",0,738
it treats women like idiots .,0,534
( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s .,1,821
"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam .",0,757
a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar .,1,472
the character of zigzag is not sufficiently developed to support a film constructed around him .,1,70
teen movies have really hit the skids .,0,102
and that leaves a hole in the center of the salton sea .,1,868
"it 's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip .",1,128
"seldahl 's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness .",1,839
nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .,1,350
"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining .",0,146
"an occasionally funny , but overall limp , fish-out-of-water story .",1,115
i do n't think i laughed out loud once .,0,861
"( e ) ventually , every idea in this film is flushed down the latrine of heroism .",1,599
rarely has leukemia looked so shimmering and benign .,0,197
a marvel like none you 've seen .,0,586
i just loved every minute of this film .,0,455
"if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever .",0,713
"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult .",0,726
the second coming of harry potter is a film far superior to its predecessor .,0,819
"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination .",0,586
scorsese does n't give us a character worth giving a damn about .,1,396
basically a static series of semi-improvised ( and semi-coherent ) raps between the stars .,0,149
"forced , familiar and thoroughly condescending .",1,623
so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor .,1,319
"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat .",0,411
few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands .,1,365
scooby dooby doo / and shaggy too / you both look and sound great .,0,593
"for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution .",0,159
"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie .",1,561
"the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past .",0,719
"this is human comedy at its most amusing , interesting and confirming .",1,311
"a lackluster , unessential sequel to the classic disney adaptation of j.m. barrie 's peter pan .",0,795
"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult .",0,322
collateral damage finally delivers the goods for schwarzenegger fans .,0,107
cool ?,1,422
"fun , flip and terribly hip bit of cinematic entertainment .",0,570
one long string of cliches .,1,685
"even in its most tedious scenes , russian ark is mesmerizing .",1,569
"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult .",1,443
"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide .",0,679
it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part .,0,777
richard gere and diane lane put in fine performances as does french actor oliver martinez .,1,119
this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms .,0,569
"a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment .",1,65
just one bad idea after another .,0,258
one of the smartest takes on singles culture i 've seen in a long time .,1,82
"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character .",0,542
manages to show life in all of its banality when the intention is quite the opposite .,1,863
"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance .",0,808
"at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history .",1,630
"exciting and direct , with ghost imagery that shows just enough to keep us on our toes .",1,372
a deep and meaningful film .,1,588
"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative .",0,642
"the humor is forced and heavy-handed , and occasionally simply unpleasant .",1,723
"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume .",1,564
"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam .",0,322
"so , too , is this comedy about mild culture clashing in today 's new delhi .",0,542
stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time .,0,170
an infectious cultural fable with a tasty balance of family drama and frenetic comedy .,0,189
the movie 's accumulated force still feels like an ugly knot tightening in your stomach .,0,597
