u,v
0.152643820016857,0.210077907121355
0.023698397412832,0.051136543407229
0.261412775052659,0.090329909664884
0.243745505570893,-0.141617412995171
0.069886873133499,0.054550678285161
0.143512539109257,-0.292939037483867
0.041758520879629,0.082890310408524
0.165492276603365,0.26008980659078
-0.298991843481799,-0.285127037701138
-0.044176162072622,-0.073785340468258
-0.341961086069436,-0.263220907283473
-0.097513857094303,-0.252896083185363
-0.0225697218114,-0.249649265620793
-0.348842030356415,-0.099660200708362
-0.383411345680705,-0.082363240832323
0.256180119933035,-0.021229115368596
-0.109263773993958,-0.270749471326632
0.031313541832862,0.077235558066348
0.177189206624681,0.183012545259743
0.084425431408736,-0.313784435781792
-0.176344106426743,0.009455859276301
0.15027922484119,-0.104288132684757
0.141970753239069,0.374021172856331
-0.239909999298944,-0.018295929516273
-0.15600153074672,0.26280165741148
-0.243403456002531,-0.060204585864436
-0.041241952757205,-0.035801365090014
0.052137341326019,-0.22781773729404
-0.042237475798837,-0.1212250481859
0.325312302304768,0.20905576313127
-0.159815758224727,-0.314104642003072
0.001168568221051,-0.005860655229966
0.119150736159283,0.114640282225065
-0.237154433220435,-0.258969233788508
0.220474431327032,-0.077948109236981
-0.092970746044604,0.366056521656415
-0.214581227114406,0.073244018409202
-0.00726808724759,-0.050713101065427
0.001861987807187,0.045675163235223
0.03602707284215,-0.05474603367383
0.050378799741662,0.121872652679095
-0.10473002913411,-0.040757037642108
-0.124572481257055,-0.073183378578601
0.064470153754543,-0.135708061302744
-0.036993706936287,-0.126899034683178
-0.011595540555138,0.040484241401821
0.310324405504491,0.247179943732319
0.306984010293806,0.060176545229822
-0.042656928854638,-0.195073718847392
-0.077638829473787,-0.201598632815947
-0.18977983536369,-0.236202462986952
-0.051049849100042,0.354680166889436
0.197403801734177,0.14206163631762
0.022308100824378,-0.041869018011724
-0.18933321353468,-0.205195804237397
-0.112770801744835,-0.099277221029273
-0.294853504075964,0.02834577196397
0.002810294786671,0.075417036812719
-0.133455854131315,0.087927392599145
0.149256489526648,-0.186986884742506
-0.093524644930246,-0.267863644389921
0.07483791516551,-0.06799224146677
0.202101197931355,0.343282488133699
0.04448377668259,-0.024408439740785
-0.24721788158565,0.000701468391072
0.261151632407521,-0.158070324262787
-0.082113485591551,0.295690413645759
0.057507773274245,0.102237882309805
-0.182227544990276,-0.287755124247297
-0.020090652011428,0.119065657620348
0.062887611953937,-0.113997701773475
0.477017779934842,0.346427110033927
0.069347981258946,-0.148533699097159
-0.04198107058689,0.149416750012415
-0.147881620803404,-0.115162376848598
-0.232988722101458,0.157379036782221
0.032104765147492,-0.187072995307845
0.087284443842373,0.483183404126538
0.070959107355875,0.323309410859563
-0.112429850834039,0.348374805343635
-0.110303628781417,-0.101171081976433
0.253554183574835,-0.160827561992271
-0.041369321599943,0.020196536335128
0.112024267460459,-0.054577439721781
-0.006628626673121,0.252660677450346
0.418907903064597,-0.187790446206781
0.288920850960207,-0.133093867833381
-0.217408383190012,-0.248783250095274
0.143167212366259,-0.134325109096866
0.157236310275353,0.16937150804536
0.211956118291631,-0.055280466902781
-0.224865090499902,0.1596449030771
0.48791945671781,-0.240569258542418
0.084923976573152,0.008724261125073
0.018697093991679,0.148365507693467
-0.053350559726117,-0.011070150110038
-0.149064238712233,0.373218506850697
0.022320170804736,0.307612722106507
0.024568829644646,0.030763807807718
-0.063509000705337,0.011712229561097
-0.004842338124967,-0.04015185060982
-0.114292273417185,0.079489161021077
0.396948844303896,-0.086949467053862
-0.031079801364053,-0.100267338985922
0.059964308929576,0.048722958500944
0.10809932149636,-0.047797855856316
0.134120596284604,-0.01748836231095
0.103810652186077,-0.165937005243628
0.468011115723275,-0.136138018692556
0.420838605971779,0.083064931645926
-0.096726725900778,0.039958452382699
-0.178977663516455,0.059154851581626
-0.206434992116608,-0.37642893245406
-0.25088212564592,0.102383936957588
-0.074222138770617,-0.238767010988772
0.162980852236896,0.19891307258626
-0.317771248524861,0.166549730207681
-0.261071604987568,0.088444106294342
0.167885085991637,-0.25330441535794
0.026468009324952,-0.013209139476531
0.010013286062655,0.052472172398386
0.417331930560379,0.030074607097784
0.109006995762925,0.063643800288143
0.086673719719624,0.431702517212842
0.229840096656699,-0.070605598066034
0.028158353094541,0.079840984847514
0.231340417831991,0.356926342457493
0.285076933907988,-0.269469574875839
-0.056956135582316,0.32905897574498
-0.054685322908079,-0.128902697854617
0.446676930152748,0.173443149733098
0.085797493600133,-0.06845376343339
-0.134710952519019,0.096533118860351
-0.150605474869655,-0.10278859703042
-0.193004742288223,-0.018420491079168
0.438417865641368,-0.005572868406359
-0.44990256587293,-0.15242476561289
-0.324603577383511,-0.032963573503606
0.187177903543585,0.114232090142068
0.255243102299547,0.17262309052054
0.28576087781882,-0.035770747602815
0.028451332237826,0.115149264734476
-0.07759798279469,-0.265398123897218
0.175449149407666,0.185547202089617
0.17573125914812,-0.270172096707801
-0.273052099651868,0.061626626839123
-0.092426840494789,0.079060364188042
0.134853412650172,-0.027270111397491
-0.042950474943846,-0.179520708600535
-0.062079281224191,-0.126808330436546
-0.249295020277986,0.165273740514246
0.236122972231883,0.151346858970123
0.057831465030899,-0.032643691944499
0.280831674889377,0.136860962248642
-0.112599761211025,0.073722069117132
0.087203921001938,0.207855549243952
0.370700253925702,0.104513518103373
-0.017887107899198,0.434546553065488
0.025690789857472,-0.111983879262089
-0.187630569924476,0.237879066991357
0.104945912985066,0.289223421739931
0.136695072355121,-0.040896960614888
0.477657824327224,-0.081341795775911
0.42160272519685,-0.231679110422866
0.03272841024011,-0.164680438709378
-0.152485814841091,-0.250618451207491
-0.232058199230334,-0.036658083030915
-0.061333794887362,-0.184276540366661
0.126748718540132,0.029415942248076
0.21721587710345,0.079592160318485
-0.00059846291626,-0.213795245356616
0.05528067555397,0.149318245839546
0.532759793107122,0.057790629312137
-0.190029906629148,-0.034805251460975
0.117360338995905,0.12759496383333
-0.148428830026717,0.351952834710947
