sentence1,sentence2,label,idx
"In February 2000 , the officers — Kenneth Boss , Sean Carroll , Edward McMellon and Richard Murphy — were acquitted of all charges in the killing .",The European Commission is expected to issue its decision in the case next spring — unless a settlement is reached .,1,1606
Its closest living relatives are a family frogs called sooglossidae that are found only in the Seychelles in the Indian Ocean .,"The blue-chip Dow Jones industrial average .DJI added 38 points , or 0.42 percent , to 9,165 .",1,310
"Robert Walsh , 40 , remained in critical but stable condition Friday at Staten Island University Hospital 's north campus .",""" The court and the public need to know more of the defendants ' seemingly massive fraud , "" he said .",1,3906
"However , Lapidus expects foreign brands ' sales to be up 4 percent , driven by strong truck sales at Honda Motor Co .",The attack came after several days of disturbance in the city in which U.S. soldiers exchanged fire with an unknown number of attackers as civilians protested the American presence .,1,1461
The Denver-based natural gas producer and marketer said the inaccurate reporting was discovered after it received a subpoena from the U.S. Commodity Futures Trading Commission .,The DirectBand network was developed with the assistance of SCA Data Systems .,0,1415
"But software license revenues , a measure financial analysts watch closely , decreased 21 percent to $ 107.6 million .",Goodrem spent yesterday resting in her family home in Sydney and will have more tests today to determine her exact treatment .,0,2111
"Speaking for the first time yesterday , Brigitte 's maternal aunt said his family was unaware he had was in prison or that he had remarried .","Brigitte 's maternal aunt said his family was unaware he had been sent to prison , or that he had remarried in Sydney .",0,1249
"The woman was exposed to the SARS virus while in the hospital but was not a health care worker , said Dr. Colin D ’ Cunha , Ontario ’ s commissioner of public health .",Billups scored 77 points in the final two games of the first-round series against the Magic .,0,1560
"However , EPA officials would not confirm the 20 percent figure .","President Bush has raised $ 83.9 million since beginning his re-election campaign in May , and has $ 70 million of that left to spend , his campaign said Tuesday .",0,712
Ernst & Young has denied any wrongdoing and plans to fight the allegations .,"For now , the company 's management appears to be standing behind Stewart .",1,2366
Quattrone lawyer John W. Keker said his client is innocent .,"His wife said he was "" 100 percent behind George Bush "" and looked forward to using his years of training in the war .",1,482
""" I will support a constitutional amendment which would honor marriage between a man and a woman , codify that , "" he said .",""" These are not solely American principles nor are they exclusively Western , "" Rumsfeld said .",1,3843
Corixa shares rose 54 cents to $ 7.74 yesterday on the Nasdaq Stock Market .,"The program will be expanded to include areas of the Middle East such as Dubai , Turkey and Malaysia , Mr. Ridge said .",1,83
"In fiction : Edward P. Jones ( "" The Known World "" ) and Scott Spencer ( "" A Ship Made of Paper "" ) .","He also said Shockey is "" living the dream life of a New York athlete .",1,3054
Xerox itself paid a $ 10 million fine last year to settle similar SEC charges .,"SARS has killed about 800 people and sickened more than 8,400 worldwide , mostly in Asia .",0,2729
He said his hatred for such people grew from these discussions and had helped convince him violence was the answer .,"Indonesia 's army has been accused of human rights abuses during its earlier battles with GAM , charges it has generally denied .",1,306
He tried to fight off officers and was taken to a hospital after a police dog bit him but was later released .,He also said there is no conscious policy by the United States to move the value of the dollar .,1,3717
"Metro , bus and local rail services in France 's four largest towns -- Paris , Lyon , Lille and Marseille -- were severely disrupted , Europe 1 radio reported .",The firewall in the current Windows XP was known as the Internet Connection Firewall ( ICF ) .,1,209
"Trans fat makes up only 1 percent to 3 percent of the total fat Americans consume , compared with 14 percent for saturated fat .",He said he has initiated a forfeiture action in court and frozen more than $ 13 million Beacon Hill had when it closed .,0,2741
"King , brand-name writer , master of the horror story and e-book pioneer , is receiving this year 's medal for Distinguished Contributions to American Letters .","Mr McKinlay said that CIBA was involved in the importation of qat , a narcotic substance legal in Britain but banned in the US .",1,1394
"Most economists had expected a more dire report , with many anticipating the fifth month of job losses in six months .",Xerox itself previously paid a $ 10-million penalty to settle the SEC accusations .,1,1136
"President Bush raised a record-breaking $ 49.5 million for his re-election campaign over the last three months , with contributions from 262,000 Americans , the president 's campaign chairman said Tuesday .","Intel spokesman Chuck Mulloy said the company was disappointed and assessing its "" options in the event Mr. Hamidi resumes his spamming activity against Intel . """,1,1180
Wal-Mart has said it plans to open at least 40 Supercenters in the state in the coming years ; analysts expect four or more to be in San Diego County .,"The results appear in the January issue of Cancer , an American Cancer Society ( news - web sites ) journal , being published online Monday .",0,1558
"President Bush raised a record-breaking $ 49.5 million for his re-election campaign over the last three months , with contributions from 262,000 Americans , the president 's campaign chairman said Tuesday .","He failed a field sobriety test and a blood-alcohol test produced a reading of 0.18 – well above Tennessee 's level of presumed intoxication of 0.10 , the report said .",0,1043
