date,open,high,low,close,adjclose,volume
2000-01-03,2302.814478,1720.001759,1039.112175,1141.300924,1671.951584,5926604805
2000-01-05,2218.938131,2220.353998,748.210607,1414.753053,2113.063479,1067674936
2000-01-06,1794.957061,3120.036008,1206.470323,1336.618858,1502.991484,2957744084
2000-01-10,1464.798812,2467.730061,724.088759,1370.264951,1478.6869,1808946185
2000-01-11,2753.945285,2017.502222,722.09575,728.300972,1942.360526,2462591102
2000-01-12,1644.303857,1760.683425,1043.204036,1675.644139,1760.376702,5606658387
2000-01-13,1588.125299,2131.491612,992.28846,1204.517693,1978.603047,4093523182
2000-01-16,2656.348446,3380.449951,1781.466704,1909.217007,2664.73618,1366769138
2000-01-18,1454.700131,1800.860119,1115.945894,1395.523691,1425.547559,3476872918
2000-01-19,1311.957293,1842.22306,1034.360194,1375.731824,1689.481665,1639152054
2000-01-19,1949.329026,2260.632043,875.851515,1185.49534,1938.497142,4210924012
2000-01-22,920.028105,1453.300541,787.278953,1035.909437,1377.860475,3391658615
2000-01-22,2694.389819,2524.818315,1183.383145,1201.69113,1510.813735,2936718152
2000-01-22,1833.087539,2965.973763,1270.342177,1403.165814,2114.15701,2392389560
2000-01-27,1371.44884,1987.976836,898.137682,933.45771,1655.069026,2932105824
2000-01-28,1615.648408,2057.594489,1041.569539,1580.601824,1788.774986,1478812218
2000-01-28,1388.899723,1849.356181,816.206682,1128.752053,1736.989032,1435028139
2000-01-31,1869.887877,2339.909293,910.713409,1049.604433,1579.686971,1052110950
2000-02-02,1135.284136,2326.237625,1003.994398,1173.59856,2174.613506,2132482519
2000-02-02,2469.486217,3160.946069,1033.439109,1314.278869,1509.002466,356070000
2000-02-02,1387.941223,3386.149902,1224.246784,1595.341185,2592.494683,3710100791
2000-02-03,1308.626058,1892.110359,1283.87857,1497.501508,1657.691872,3100218749
2000-02-06,1966.990393,2387.646881,1104.034228,1501.766265,1565.473038,4852302272
2000-02-07,1323.948071,1709.91125,1090.843934,1308.776231,1447.917207,4767134239
2000-02-08,1396.162094,1661.446009,1108.424785,1349.81006,1602.429023,3722115998
2000-02-08,1811.484225,2700.166341,1065.169499,1556.137385,1977.652234,3257498771
2000-02-14,1586.317859,1912.160843,879.568343,1107.459228,1355.537765,3666573595
2000-02-15,2938.052126,1549.109207,1003.243422,1330.3082,1367.914606,2283206587
2000-02-15,1910.001867,3042.573672,996.9422,1598.775762,2050.177194,1944329344
2000-02-16,1523.692137,1825.12637,1088.658276,1623.296403,1665.23657,2481053170
2000-02-24,1798.44605,2609.983662,1104.911425,1644.526536,2172.648943,3698937279
2000-02-28,1111.355562,1524.426431,905.966157,1057.551686,1214.128185,2760909292
2000-02-29,2369.282382,2385.262877,986.579949,1331.395958,1617.100266,3677649934
2000-02-29,1845.112848,2154.753099,986.191373,1076.911522,1533.766122,2964373476
2000-03-01,1156.637395,1860.497461,856.781948,1066.920704,1847.171828,2527476005
2000-03-01,1353.528629,2599.962223,1280.275046,1542.459267,1543.783034,3262330723
2000-03-01,1599.943632,2090.586262,855.681772,1290.949417,1604.491814,4392797942
